N.º,Fecha Tiempo. GMT-03:00,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de Ráfagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Dirección del viento. ø (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
5506,19/06/22 12:38:59,4.824,9.612,178.3
5507,19/06/22 12:43:59,4.824,8.424,176.9
5508,19/06/22 12:48:59,7.2,12.024,176.9
5509,19/06/22 12:53:59,6.012,10.836,174.1
5510,19/06/22 12:58:59,4.824,12.024,176.9
5511,19/06/22 13:03:59,9.612,16.848,158.6
5512,19/06/22 13:08:59,7.2,13.212,196.5
5513,19/06/22 13:13:59,8.424,15.624,189.5
5514,19/06/22 13:18:59,6.012,12.024,198
5515,19/06/22 13:23:59,8.424,16.848,188.1
5516,19/06/22 13:28:59,8.424,13.212,183.9
5517,19/06/22 13:33:59,9.612,14.436,199.4
5518,19/06/22 13:38:59,7.2,12.024,203.6
5519,19/06/22 13:43:59,4.824,9.612,202.2
5520,19/06/22 13:48:59,8.424,14.436,174.1
5521,19/06/22 13:53:59,3.6,10.836,169.9
5522,19/06/22 13:58:59,8.424,16.848,175.5
5523,19/06/22 14:03:59,6.012,15.624,188.1
5524,19/06/22 14:08:59,3.6,6.012,188.1
5525,19/06/22 14:13:59,8.424,16.848,168.5
5526,19/06/22 14:18:59,4.824,14.436,143.2
5527,19/06/22 14:23:59,3.6,10.836,146
5528,19/06/22 14:28:59,7.2,12.024,148.8
5529,19/06/22 14:33:59,8.424,13.212,169.9
5530,19/06/22 14:38:59,9.612,19.224,188.1
5531,19/06/22 14:43:59,6.012,9.612,188.1
5532,19/06/22 14:48:59,3.6,7.2,183.9
5533,19/06/22 14:53:59,6.012,12.024,175.5
5534,19/06/22 14:58:59,4.824,12.024,169.9
5535,19/06/22 15:03:59,10.836,25.236,248.5
5536,19/06/22 15:08:59,13.212,21.636,129.2
5537,19/06/22 15:13:59,19.224,28.872,210.6
5538,19/06/22 15:18:59,20.448,32.472,195.1
5539,19/06/22 15:23:59,24.048,43.272,256.9
5540,19/06/22 15:28:59,31.248,44.496,198
5541,19/06/22 15:33:59,21.636,36.072,344
5542,19/06/22 15:38:59,31.248,40.86,153
5543,19/06/22 15:43:59,31.248,42.084,324.3
5544,19/06/22 15:48:59,32.472,45.684,317.3
5545,19/06/22 15:53:59,31.248,43.272,185.3
5546,19/06/22 15:58:59,33.66,44.496,196.5
5547,19/06/22 16:03:59,31.248,45.684,240.1
5548,19/06/22 16:08:59,28.872,39.672,220.4
5549,19/06/22 16:13:59,33.66,44.496,198
5550,19/06/22 16:18:59,33.66,45.684,179.7
5551,19/06/22 16:23:59,33.66,50.508,214.8
5552,19/06/22 16:28:59,34.848,45.684,212
5553,19/06/22 16:33:59,33.66,43.272,205
5554,19/06/22 16:38:59,34.848,44.496,186.7
5555,19/06/22 16:43:59,38.484,48.096,199.4
5556,19/06/22 16:48:59,38.484,48.096,213.4
5557,19/06/22 16:53:59,37.26,50.508,196.5
5558,19/06/22 16:58:59,32.472,46.872,324.3
5559,19/06/22 17:03:59,33.66,42.084,176.9
5560,19/06/22 17:08:59,34.848,46.872,183.9
5561,19/06/22 17:13:59,34.848,45.684,183.9
5562,19/06/22 17:18:59,39.672,51.696,198
5563,19/06/22 17:23:59,39.672,50.508,265.3
5564,19/06/22 17:28:59,40.86,51.696,332.7
5565,19/06/22 17:33:59,36.072,46.872,331.3
5566,19/06/22 17:38:59,36.072,48.096,351
5567,19/06/22 17:43:59,34.848,42.084,162.9
5568,19/06/22 17:48:59,32.472,40.86,171.3
5569,19/06/22 17:53:59,39.672,52.884,176.9
5570,19/06/22 17:58:59,38.484,54.108,339.7
5571,19/06/22 18:03:59,45.684,54.108,336.9
5572,19/06/22 18:08:59,40.86,50.508,329.9
5573,19/06/22 18:13:59,43.272,51.696,352.4
5574,19/06/22 18:18:59,43.272,52.884,327.1
5575,19/06/22 18:23:59,37.26,45.684,181.1
5576,19/06/22 18:28:59,38.484,51.696,169.9
5577,19/06/22 18:33:59,36.072,44.496,175.5
5578,19/06/22 18:38:59,32.472,40.86,240.1
5579,19/06/22 18:43:59,32.472,42.084,168.5
5580,19/06/22 18:48:59,34.848,42.084,172.7
5581,19/06/22 18:53:59,33.66,44.496,167.1
5582,19/06/22 18:58:59,33.66,46.872,165.7
5583,19/06/22 19:03:59,31.248,39.672,175.5
5584,19/06/22 19:08:59,33.66,45.684,251.3
5585,19/06/22 19:13:59,33.66,44.496,154.4
5586,19/06/22 19:18:59,37.26,49.284,176.9
5587,19/06/22 19:23:59,40.86,56.52,182.5
5588,19/06/22 19:28:59,48.096,54.108,209.2
5589,19/06/22 19:33:59,43.272,51.696,176.9
5590,19/06/22 19:38:59,44.496,57.708,223.2
5591,19/06/22 19:43:59,42.084,49.284,285
5592,19/06/22 19:48:59,39.672,48.096,271
5593,19/06/22 19:53:59,42.084,54.108,300.4
5594,19/06/22 19:58:59,38.484,46.872,261.1
5595,19/06/22 20:03:59,39.672,49.284,207.8
5596,19/06/22 20:08:59,40.86,50.508,203.6
5597,19/06/22 20:13:59,45.684,62.532,268.1
5598,19/06/22 20:18:59,46.872,56.52,296.2
5599,19/06/22 20:23:59,45.684,55.296,303.2
5600,19/06/22 20:28:59,45.684,56.52,303.2
5601,19/06/22 20:33:59,43.272,51.696,275.2
5602,19/06/22 20:38:59,44.496,52.884,202.2
5603,19/06/22 20:43:59,44.496,54.108,186.7
5604,19/06/22 20:48:59,46.872,56.52,190.9
5605,19/06/22 20:53:59,42.084,51.696,183.9
5606,19/06/22 20:58:59,44.496,56.52,212
5607,19/06/22 21:03:59,50.508,64.908,235.9
5608,19/06/22 21:08:59,55.296,67.32,223.2
5609,19/06/22 21:13:59,50.508,60.12,198
5610,19/06/22 21:18:59,49.284,61.308,311.7
5611,19/06/22 21:23:59,50.508,60.12,339.7
5612,19/06/22 21:28:59,48.096,62.532,341.2
5613,19/06/22 21:33:59,46.872,56.52,331.3
5614,19/06/22 21:38:59,51.696,63.72,306.1
5615,19/06/22 21:43:59,51.696,58.896,296.2
5616,19/06/22 21:48:59,50.508,61.308,200.8
5617,19/06/22 21:53:59,46.872,55.296,320.1
5618,19/06/22 21:58:59,44.496,52.884,252.7
5619,19/06/22 22:03:59,42.084,48.096,329.9
5620,19/06/22 22:08:59,40.86,52.884,205
5621,19/06/22 22:13:59,37.26,49.284,189.5
5622,19/06/22 22:18:59,38.484,48.096,188.1
5623,19/06/22 22:23:59,38.484,54.108,342.6
5624,19/06/22 22:28:59,32.472,42.084,324.3
5625,19/06/22 22:33:59,26.46,39.672,344
5626,19/06/22 22:38:59,22.86,34.848,35.1
5627,19/06/22 22:43:59,13.212,28.872,25.3
5628,19/06/22 22:48:59,4.824,13.212,120.7
5629,19/06/22 22:53:59,8.424,14.436,162.9
5630,19/06/22 22:58:59,4.824,13.212,209.2
5631,19/06/22 23:03:59,3.6,7.2,210.6
5632,19/06/22 23:08:59,2.412,6.012,209.2
5633,19/06/22 23:13:59,3.6,6.012,209.2
5634,19/06/22 23:18:59,4.824,7.2,209.2
5635,19/06/22 23:23:59,3.6,8.424,209.2
5636,19/06/22 23:28:59,3.6,8.424,209.2
5637,19/06/22 23:33:59,6.012,9.612,212
5638,19/06/22 23:38:59,12.024,16.848,235.9
5639,19/06/22 23:43:59,14.436,16.848,276.6
5640,19/06/22 23:48:59,10.836,18.036,261.1
5641,19/06/22 23:53:59,8.424,12.024,258.3
5642,19/06/22 23:58:59,10.836,15.624,252.7
5643,20/06/22 00:03:59,10.836,15.624,346.8
5644,20/06/22 00:08:59,14.436,18.036,313.1
5645,20/06/22 00:13:59,12.024,21.636,301.8
5646,20/06/22 00:18:59,10.836,15.624,317.3
5647,20/06/22 00:23:59,10.836,13.212,341.2
5648,20/06/22 00:28:59,4.824,9.612,334.1
5649,20/06/22 00:33:59,7.2,13.212,351
5650,20/06/22 00:38:59,10.836,14.436,355.2
5651,20/06/22 00:43:59,9.612,12.024,355.2
5652,20/06/22 00:48:59,12.024,14.436,355.2
5653,20/06/22 00:53:59,12.024,15.624,349.6
5654,20/06/22 00:58:59,14.436,18.036,348.2
5655,20/06/22 01:03:59,10.836,14.436,154.4
5656,20/06/22 01:08:59,9.612,13.212,271
5657,20/06/22 01:13:59,8.424,15.624,317.3
5658,20/06/22 01:18:59,14.436,19.224,29.5
5659,20/06/22 01:23:59,16.848,19.224,129.2
5660,20/06/22 01:28:59,16.848,21.636,351
5661,20/06/22 01:33:59,16.848,22.86,322.9
5662,20/06/22 01:38:59,14.436,19.224,345.4
5663,20/06/22 01:43:59,14.436,24.048,317.3
5664,20/06/22 01:48:59,18.036,21.636,344
5665,20/06/22 01:53:59,19.224,25.236,353.8
5666,20/06/22 01:58:59,16.848,26.46,328.5
5667,20/06/22 02:03:59,15.624,20.448,324.3
5668,20/06/22 02:08:59,21.636,28.872,2.8
5669,20/06/22 02:13:59,14.436,25.236,342.6
5670,20/06/22 02:18:59,14.436,21.636,339.7
5671,20/06/22 02:23:59,15.624,20.448,353.8
5672,20/06/22 02:28:59,18.036,27.648,349.6
5673,20/06/22 02:33:59,19.224,25.236,353.8
5674,20/06/22 02:38:59,18.036,24.048,349.6
5675,20/06/22 02:43:59,18.036,22.86,331.3
5676,20/06/22 02:48:59,13.212,15.624,247.1
5677,20/06/22 02:53:59,12.024,18.036,339.7
5678,20/06/22 02:58:59,10.836,15.624,35.1
5679,20/06/22 03:03:59,4.824,13.212,255.5
5680,20/06/22 03:08:59,7.2,10.836,245.7
5681,20/06/22 03:13:59,3.6,8.424,224.6
5682,20/06/22 03:18:59,3.6,6.012,226
5683,20/06/22 03:23:59,3.6,8.424,228.8
5684,20/06/22 03:28:59,2.412,9.612,228.8
5685,20/06/22 03:33:59,3.6,4.824,230.2
5686,20/06/22 03:38:59,4.824,10.836,230.2
5687,20/06/22 03:43:59,3.6,6.012,230.2
5688,20/06/22 03:48:59,3.6,13.212,233.1
5689,20/06/22 03:53:59,9.612,12.024,256.9
5690,20/06/22 03:58:59,9.612,14.436,279.4
5691,20/06/22 04:03:59,6.012,9.612,317.3
5692,20/06/22 04:08:59,6.012,12.024,307.5
5693,20/06/22 04:13:59,13.212,18.036,297.6
5694,20/06/22 04:18:59,19.224,24.048,318.7
5695,20/06/22 04:23:59,19.224,21.636,342.6
5696,20/06/22 04:28:59,20.448,24.048,328.5
5697,20/06/22 04:33:59,19.224,22.86,314.5
5698,20/06/22 04:38:59,18.036,25.236,290.6
5699,20/06/22 04:43:59,19.224,24.048,335.5
5700,20/06/22 04:48:59,19.224,24.048,23.9
5701,20/06/22 04:53:59,15.624,18.036,32.3
5702,20/06/22 04:58:59,15.624,19.224,355.2
5703,20/06/22 05:03:59,16.848,20.448,351
5704,20/06/22 05:08:59,18.036,21.636,43.5
5705,20/06/22 05:13:59,20.448,25.236,146
5706,20/06/22 05:18:59,20.448,24.048,141.8
5707,20/06/22 05:23:59,18.036,21.636,15.4
5708,20/06/22 05:28:59,20.448,22.86,141.8
5709,20/06/22 05:33:59,19.224,21.636,134.8
5710,20/06/22 05:38:59,20.448,24.048,134.8
5711,20/06/22 05:43:59,21.636,24.048,94.1
5712,20/06/22 05:48:59,21.636,25.236,51.9
5713,20/06/22 05:53:59,20.448,25.236,148.8
5714,20/06/22 05:58:59,24.048,28.872,136.2
5715,20/06/22 06:03:59,24.048,28.872,11.2
5716,20/06/22 06:08:59,21.636,27.648,49.1
5717,20/06/22 06:13:59,22.86,26.46,117.9
5718,20/06/22 06:18:59,22.86,26.46,141.8
5719,20/06/22 06:23:59,21.636,24.048,32.3
5720,20/06/22 06:28:59,19.224,22.86,32.3
5721,20/06/22 06:33:59,16.848,21.636,2.8
5722,20/06/22 06:38:59,18.036,21.636,1.4
5723,20/06/22 06:43:59,15.624,19.224,1.4
5724,20/06/22 06:48:59,15.624,20.448,12.6
5725,20/06/22 06:53:59,18.036,21.636,21.1
5726,20/06/22 06:58:59,16.848,24.048,37.9
5727,20/06/22 07:03:59,15.624,19.224,29.5
5728,20/06/22 07:08:59,18.036,28.872,11.2
5729,20/06/22 07:13:59,20.448,27.648,9.8
5730,20/06/22 07:18:59,18.036,24.048,8.4
5731,20/06/22 07:23:59,18.036,22.86,16.8
5732,20/06/22 07:28:59,18.036,24.048,7
5733,20/06/22 07:33:59,20.448,31.248,7
5734,20/06/22 07:38:59,20.448,27.648,8.4
5735,20/06/22 07:43:59,22.86,31.248,14
5736,20/06/22 07:48:59,22.86,31.248,15.4
5737,20/06/22 07:53:59,24.048,31.248,11.2
5738,20/06/22 07:58:59,21.636,31.248,12.6
5739,20/06/22 08:03:59,20.448,30.06,21.1
5740,20/06/22 08:08:59,27.648,38.484,19.7
5741,20/06/22 08:13:59,22.86,30.06,11.2
5742,20/06/22 08:18:59,26.46,34.848,26.7
5743,20/06/22 08:23:59,24.048,30.06,16.8
5744,20/06/22 08:28:59,22.86,31.248,7
5745,20/06/22 08:33:59,20.448,22.86,12.6
5746,20/06/22 08:38:59,21.636,31.248,109.5
5747,20/06/22 08:43:59,21.636,30.06,1.4
5748,20/06/22 08:48:59,18.036,21.636,355.2
5749,20/06/22 08:53:59,15.624,19.224,0
5750,20/06/22 08:58:59,14.436,21.636,351
5751,20/06/22 09:03:59,15.624,21.636,5.6
5752,20/06/22 09:08:59,16.848,22.86,9.8
5753,20/06/22 09:13:59,18.036,24.048,15.4
5754,20/06/22 09:18:59,19.224,27.648,21.1
5755,20/06/22 09:23:59,20.448,28.872,33.7
5756,20/06/22 09:28:59,20.448,26.46,25.3
5757,20/06/22 09:33:59,19.224,24.048,105.3
5758,20/06/22 09:38:59,18.036,28.872,22.5
5759,20/06/22 09:43:59,19.224,25.236,21.1
5760,20/06/22 09:48:59,19.224,28.872,29.5
5761,20/06/22 09:53:59,19.224,25.236,21.1
5762,20/06/22 09:58:59,21.636,30.06,130.6
5763,20/06/22 10:03:59,18.036,25.236,42.1
5764,20/06/22 10:08:59,14.436,21.636,77.2
5765,20/06/22 10:13:59,15.624,34.848,18.3
5766,20/06/22 10:18:59,12.024,24.048,28.1
5767,20/06/22 10:23:59,13.212,24.048,63.2
5768,20/06/22 10:28:59,16.848,31.248,30.9
5769,20/06/22 10:33:59,19.224,25.236,33.7
5770,20/06/22 10:38:59,22.86,51.696,105.3
5771,20/06/22 10:43:59,24.048,40.86,16.8
5772,20/06/22 10:48:59,18.036,32.472,29.5
5773,20/06/22 10:53:59,26.46,52.884,51.9
5774,20/06/22 10:58:59,15.624,27.648,36.5
5775,20/06/22 11:03:59,25.236,39.672,35.1
5776,20/06/22 11:08:59,27.648,40.86,178.3
5777,20/06/22 11:13:59,24.048,52.884,167.1
5778,20/06/22 11:18:59,34.848,49.284,144.6
5779,20/06/22 11:23:59,25.236,43.272,255.5
5780,20/06/22 11:28:59,30.06,39.672,133.4
5781,20/06/22 11:33:59,30.06,49.284,162.9
5782,20/06/22 11:38:59,26.46,51.696,140.4
5783,20/06/22 11:43:59,25.236,42.084,245.7
5784,20/06/22 11:48:59,32.472,52.884,130.6
5785,20/06/22 11:53:59,31.248,46.872,157.2
5786,20/06/22 11:58:59,33.66,58.896,140.4
5787,20/06/22 12:03:59,31.248,49.284,167.1
5788,20/06/22 12:08:59,31.248,45.684,53.3
5789,20/06/22 12:13:59,34.848,60.12,95.5
5790,20/06/22 12:18:59,32.472,62.532,132
5791,20/06/22 12:23:59,34.848,64.908,202.2
5792,20/06/22 12:28:59,31.248,55.296,175.5
5793,20/06/22 12:33:59,40.86,61.308,256.9
5794,20/06/22 12:38:59,44.496,62.532,2.8
5795,20/06/22 12:43:59,30.06,49.284,113.7
5796,20/06/22 12:48:59,37.26,60.12,16.8
5797,20/06/22 12:53:59,40.86,62.532,32.3
5798,20/06/22 12:58:59,32.472,50.508,11.2
5799,20/06/22 13:03:59,31.248,48.096,25.3
5800,20/06/22 13:08:59,31.248,51.696,167.1
5801,20/06/22 13:13:59,32.472,50.508,205
5802,20/06/22 13:18:59,37.26,55.296,317.3
5803,20/06/22 13:23:59,37.26,67.32,171.3
5804,20/06/22 13:28:59,33.66,54.108,271
5805,20/06/22 13:33:59,36.072,56.52,251.3
5806,20/06/22 13:38:59,42.084,60.12,21.1
5807,20/06/22 13:43:59,30.06,50.508,169.9
5808,20/06/22 13:48:59,34.848,48.096,178.3
5809,20/06/22 13:53:59,34.848,51.696,164.3
5810,20/06/22 13:58:59,26.46,54.108,124.9
5811,20/06/22 14:03:59,26.46,48.096,164.3
5812,20/06/22 14:08:59,30.06,45.684,146
5813,20/06/22 14:13:59,30.06,50.508,162.9
5814,20/06/22 14:18:59,37.26,55.296,12.6
5815,20/06/22 14:23:59,44.496,60.12,196.5
5816,20/06/22 14:28:59,36.072,56.52,136.2
5817,20/06/22 14:33:59,28.872,46.872,136.2
5818,20/06/22 14:38:59,36.072,60.12,46.3
5819,20/06/22 14:43:59,31.248,44.496,49.1
5820,20/06/22 14:48:59,37.26,64.908,219
5821,20/06/22 14:53:59,31.248,45.684,150.2
5822,20/06/22 14:58:59,33.66,63.72,214.8
5823,20/06/22 15:03:59,33.66,49.284,248.5
5824,20/06/22 15:08:59,28.872,46.872,28.1
5825,20/06/22 15:13:59,34.848,75.744,182.5
5826,20/06/22 15:18:59,34.848,54.108,15.4
5827,20/06/22 15:23:59,39.672,56.52,15.4
5828,20/06/22 15:28:59,33.66,55.296,1.4
5829,20/06/22 15:33:59,33.66,55.296,19.7
5830,20/06/22 15:38:59,30.06,52.884,19.7
5831,20/06/22 15:43:59,27.648,40.86,12.6
5832,20/06/22 15:48:59,33.66,56.52,110.9
5833,20/06/22 15:53:59,39.672,58.896,5.6
5834,20/06/22 15:58:59,34.848,55.296,30.9
5835,20/06/22 16:03:59,37.26,60.12,176.9
5836,20/06/22 16:08:59,32.472,44.496,133.4
5837,20/06/22 16:13:59,38.484,61.308,151.6
5838,20/06/22 16:18:59,31.248,45.684,28.1
5839,20/06/22 16:23:59,34.848,55.296,136.2
5840,20/06/22 16:28:59,32.472,42.084,68.8
5841,20/06/22 16:33:59,42.084,62.532,53.3
5842,20/06/22 16:38:59,42.084,56.52,43.5
5843,20/06/22 16:43:59,50.508,70.92,353.8
5844,20/06/22 16:48:59,42.084,60.12,182.5
5845,20/06/22 16:53:59,44.496,67.32,153
5846,20/06/22 16:58:59,38.484,63.72,155.8
5847,20/06/22 17:03:59,45.684,66.132,36.5
5848,20/06/22 17:08:59,37.26,58.896,151.6
5849,20/06/22 17:13:59,42.084,56.52,151.6
5850,20/06/22 17:18:59,33.66,58.896,160
5851,20/06/22 17:23:59,36.072,49.284,146
5852,20/06/22 17:28:59,33.66,48.096,162.9
5853,20/06/22 17:33:59,24.048,48.096,154.4
5854,20/06/22 17:38:59,39.672,61.308,169.9
5855,20/06/22 17:43:59,26.46,39.672,144.6
5856,20/06/22 17:48:59,28.872,55.296,115.1
5857,20/06/22 17:53:59,26.46,51.696,134.8
5858,20/06/22 17:58:59,25.236,36.072,119.3
5859,20/06/22 18:03:59,30.06,44.496,22.5
5860,20/06/22 18:08:59,25.236,42.084,101.1
5861,20/06/22 18:13:59,21.636,36.072,134.8
5862,20/06/22 18:18:59,21.636,36.072,21.1
5863,20/06/22 18:23:59,21.636,33.66,21.1
5864,20/06/22 18:28:59,18.036,26.46,2.8
5865,20/06/22 18:33:59,22.86,33.66,110.9
5866,20/06/22 18:38:59,25.236,34.848,19.7
5867,20/06/22 18:43:59,25.236,39.672,22.5
5868,20/06/22 18:48:59,22.86,36.072,23.9
5869,20/06/22 18:53:59,27.648,43.272,88.4
5870,20/06/22 18:58:59,30.06,51.696,22.5
5871,20/06/22 19:03:59,27.648,40.86,22.5
5872,20/06/22 19:08:59,31.248,51.696,26.7
5873,20/06/22 19:13:59,33.66,54.108,11.2
5874,20/06/22 19:18:59,31.248,42.084,29.5
5875,20/06/22 19:23:59,31.248,45.684,22.5
5876,20/06/22 19:28:59,30.06,68.544,23.9
5877,20/06/22 19:33:59,31.248,46.872,19.7
5878,20/06/22 19:38:59,33.66,45.684,22.5
5879,20/06/22 19:43:59,27.648,45.684,29.5
5880,20/06/22 19:48:59,27.648,45.684,54.8
5881,20/06/22 19:53:59,27.648,42.084,63.2
5882,20/06/22 19:58:59,28.872,39.672,56.2
5883,20/06/22 20:03:59,30.06,51.696,22.5
5884,20/06/22 20:08:59,30.06,45.684,16.8
5885,20/06/22 20:13:59,32.472,51.696,15.4
5886,20/06/22 20:18:59,27.648,40.86,18.3
5887,20/06/22 20:23:59,30.06,48.096,16.8
5888,20/06/22 20:28:59,31.248,51.696,355.2
5889,20/06/22 20:33:59,30.06,43.272,12.6
5890,20/06/22 20:38:59,31.248,42.084,43.5
5891,20/06/22 20:43:59,33.66,52.884,29.5
5892,20/06/22 20:48:59,32.472,43.272,11.2
5893,20/06/22 20:53:59,33.66,50.508,14
5894,20/06/22 20:58:59,32.472,48.096,2.8
5895,20/06/22 21:03:59,28.872,49.284,40.7
5896,20/06/22 21:08:59,30.06,49.284,256.9
5897,20/06/22 21:13:59,28.872,40.86,12.6
5898,20/06/22 21:18:59,31.248,42.084,40.7
5899,20/06/22 21:23:59,27.648,43.272,12.6
5900,20/06/22 21:28:59,25.236,33.66,49.1
5901,20/06/22 21:33:59,26.46,42.084,29.5
5902,20/06/22 21:38:59,22.86,33.66,15.4
5903,20/06/22 21:43:59,24.048,43.272,21.1
5904,20/06/22 21:48:59,25.236,37.26,23.9
5905,20/06/22 21:53:59,26.46,37.26,19.7
5906,20/06/22 21:58:59,30.06,45.684,22.5
5907,20/06/22 22:03:59,28.872,36.072,22.5
5908,20/06/22 22:08:59,27.648,43.272,23.9
5909,20/06/22 22:13:59,28.872,36.072,28.1
5910,20/06/22 22:18:59,27.648,37.26,19.7
5911,20/06/22 22:23:59,26.46,40.86,28.1
5912,20/06/22 22:28:59,25.236,40.86,25.3
5913,20/06/22 22:33:59,24.048,40.86,28.1
5914,20/06/22 22:38:59,22.86,46.872,29.5
5915,20/06/22 22:43:59,25.236,40.86,19.7
5916,20/06/22 22:48:59,24.048,30.06,22.5
5917,20/06/22 22:53:59,24.048,34.848,19.7
5918,20/06/22 22:58:59,21.636,28.872,18.3
5919,20/06/22 23:03:59,25.236,33.66,22.5
5920,20/06/22 23:08:59,25.236,34.848,21.1
5921,20/06/22 23:13:59,26.46,34.848,16.8
5922,20/06/22 23:18:59,27.648,34.848,21.1
5923,20/06/22 23:23:59,25.236,32.472,12.6
5924,20/06/22 23:28:59,25.236,32.472,11.2
5925,20/06/22 23:33:59,22.86,31.248,21.1
5926,20/06/22 23:38:59,26.46,37.26,28.1
5927,20/06/22 23:43:59,31.248,40.86,32.3
5928,20/06/22 23:48:59,28.872,39.672,23.9
5929,20/06/22 23:53:59,31.248,45.684,15.4
5930,20/06/22 23:58:59,32.472,40.86,21.1
5931,21/06/22 00:03:59,28.872,40.86,11.2
5932,21/06/22 00:08:59,28.872,40.86,18.3
5933,21/06/22 00:13:59,28.872,39.672,16.8
5934,21/06/22 00:18:59,26.46,32.472,18.3
5935,21/06/22 00:23:59,28.872,39.672,12.6
5936,21/06/22 00:28:59,26.46,33.66,14
5937,21/06/22 00:33:59,26.46,33.66,11.2
5938,21/06/22 00:38:59,30.06,37.26,19.7
5939,21/06/22 00:43:59,31.248,44.496,5.6
5940,21/06/22 00:48:59,32.472,42.084,348.2
5941,21/06/22 00:53:59,39.672,49.284,320.1
5942,21/06/22 00:58:59,34.848,51.696,344
5943,21/06/22 01:03:59,32.472,45.684,271
5944,21/06/22 01:08:59,32.472,44.496,349.6
5945,21/06/22 01:13:59,32.472,45.684,297.6
5946,21/06/22 01:18:59,32.472,45.684,318.7
5947,21/06/22 01:23:59,31.248,45.684,334.1
5948,21/06/22 01:28:59,31.248,44.496,349.6
5949,21/06/22 01:33:59,27.648,43.272,344
5950,21/06/22 01:38:59,27.648,38.484,342.6
5951,21/06/22 01:43:59,31.248,44.496,335.5
5952,21/06/22 01:48:59,26.46,42.084,341.2
5953,21/06/22 01:53:59,28.872,38.484,318.7
5954,21/06/22 01:58:59,28.872,38.484,339.7
5955,21/06/22 02:03:59,28.872,40.86,336.9
5956,21/06/22 02:08:59,26.46,38.484,322.9
5957,21/06/22 02:13:59,27.648,39.672,338.3
5958,21/06/22 02:18:59,31.248,40.86,341.2
5959,21/06/22 02:23:59,28.872,39.672,321.5
5960,21/06/22 02:28:59,31.248,44.496,328.5
5961,21/06/22 02:33:59,32.472,43.272,338.3
5962,21/06/22 02:38:59,30.06,39.672,329.9
5963,21/06/22 02:43:59,27.648,38.484,342.6
5964,21/06/22 02:48:59,32.472,39.672,328.5
5965,21/06/22 02:53:59,27.648,37.26,332.7
5966,21/06/22 02:58:59,28.872,39.672,332.7
5967,21/06/22 03:03:59,32.472,49.284,342.6
5968,21/06/22 03:08:59,32.472,43.272,341.2
5969,21/06/22 03:13:59,27.648,34.848,331.3
5970,21/06/22 03:18:59,21.636,28.872,21.1
5971,21/06/22 03:23:59,25.236,39.672,341.2
5972,21/06/22 03:28:59,28.872,39.672,9.8
5973,21/06/22 03:33:59,32.472,44.496,346.8
5974,21/06/22 03:38:59,28.872,40.86,2.8
5975,21/06/22 03:43:59,26.46,37.26,23.9
5976,21/06/22 03:48:59,25.236,36.072,19.7
5977,21/06/22 03:53:59,27.648,39.672,33.7
5978,21/06/22 03:58:59,30.06,45.684,5.6
5979,21/06/22 04:03:59,30.06,44.496,21.1
5980,21/06/22 04:08:59,28.872,40.86,355.2
5981,21/06/22 04:13:59,27.648,39.672,12.6
5982,21/06/22 04:18:59,30.06,43.272,22.5
5983,21/06/22 04:23:59,26.46,36.072,23.9
5984,21/06/22 04:28:59,26.46,36.072,36.5
5985,21/06/22 04:33:59,31.248,43.272,30.9
5986,21/06/22 04:38:59,31.248,40.86,29.5
5987,21/06/22 04:43:59,32.472,43.272,22.5
5988,21/06/22 04:48:59,30.06,39.672,25.3
5989,21/06/22 04:53:59,25.236,36.072,25.3
5990,21/06/22 04:58:59,24.048,31.248,23.9
5991,21/06/22 05:03:59,26.46,37.26,21.1
5992,21/06/22 05:08:59,25.236,36.072,19.7
5993,21/06/22 05:13:59,24.048,33.66,14
5994,21/06/22 05:18:59,24.048,32.472,25.3
5995,21/06/22 05:23:59,24.048,40.86,14
5996,21/06/22 05:28:59,24.048,34.848,8.4
5997,21/06/22 05:33:59,19.224,30.06,5.6
5998,21/06/22 05:38:59,25.236,36.072,14
5999,21/06/22 05:43:59,27.648,42.084,7
6000,21/06/22 05:48:59,24.048,34.848,19.7
6001,21/06/22 05:53:59,22.86,36.072,14
6002,21/06/22 05:58:59,25.236,32.472,19.7
6003,21/06/22 06:03:59,25.236,34.848,21.1
6004,21/06/22 06:08:59,26.46,39.672,23.9
6005,21/06/22 06:13:59,26.46,34.848,22.5
6006,21/06/22 06:18:59,31.248,45.684,18.3
6007,21/06/22 06:23:59,27.648,34.848,12.6
6008,21/06/22 06:28:59,27.648,38.484,21.1
6009,21/06/22 06:33:59,31.248,38.484,16.8
6010,21/06/22 06:38:59,34.848,44.496,12.6
6011,21/06/22 06:43:59,38.484,46.872,9.8
6012,21/06/22 06:48:59,39.672,54.108,12.6
6013,21/06/22 06:53:59,39.672,49.284,14
6014,21/06/22 06:58:59,36.072,50.508,16.8
6015,21/06/22 07:03:59,38.484,49.284,19.7
6016,21/06/22 07:08:59,34.848,49.284,18.3
6017,21/06/22 07:13:59,30.06,46.872,12.6
6018,21/06/22 07:18:59,30.06,44.496,12.6
6019,21/06/22 07:23:59,28.872,38.484,2.8
6020,21/06/22 07:28:59,32.472,44.496,7
6021,21/06/22 07:33:59,31.248,43.272,19.7
