"Título de trazado: 20682650"
"N.º","Fecha Tiempo, GMT-03:00","Velocidad del viento, km/hr (LGR S/N: 20682650, SEN S/N: 20679483, LBL: Km/h)","Velocidad de Ráfagas, km/hr (LGR S/N: 20682650, SEN S/N: 20679483, LBL: Km/h)","Dirección del viento, ø (LGR S/N: 20682650, SEN S/N: 20679483, LBL: N-S)"
24959,03/30/20 04:50:00 PM,25.236,30.060,310.3
24960,03/30/20 04:51:00 PM,26.460,32.472,321.5
24961,03/30/20 04:52:00 PM,21.636,31.248,322.9
24962,03/30/20 04:53:00 PM,25.236,33.660,307.5
24963,03/30/20 04:54:00 PM,20.448,30.060,282.2
24964,03/30/20 04:55:00 PM,21.636,30.060,276.6
24965,03/30/20 04:56:00 PM,19.224,24.048,268.1
24966,03/30/20 04:57:00 PM,30.060,40.860,280.8
24967,03/30/20 04:58:00 PM,30.060,36.072,278.0
24968,03/30/20 04:59:00 PM,25.236,28.872,276.6
24969,03/30/20 05:00:00 PM,24.048,26.460,282.2
24970,03/30/20 05:01:00 PM,37.260,49.284,299.0
24971,03/30/20 05:02:00 PM,27.648,36.072,287.8
24972,03/30/20 05:03:00 PM,27.648,37.260,289.2
24973,03/30/20 05:04:00 PM,36.072,48.096,283.6
24974,03/30/20 05:05:00 PM,32.472,43.272,301.8
24975,03/30/20 05:06:00 PM,26.460,32.472,307.5
24976,03/30/20 05:07:00 PM,28.872,36.072,300.4
24977,03/30/20 05:08:00 PM,22.860,27.648,317.3
24978,03/30/20 05:09:00 PM,34.848,44.496,300.4
24979,03/30/20 05:10:00 PM,28.872,40.860,313.1
24980,03/30/20 05:11:00 PM,31.248,39.672,314.5
24981,03/30/20 05:12:00 PM,32.472,39.672,304.7
24982,03/30/20 05:13:00 PM,28.872,37.260,315.9
24983,03/30/20 05:14:00 PM,30.060,36.072,334.1
24984,03/30/20 05:15:00 PM,22.860,30.060,320.1
24985,03/30/20 05:16:00 PM,25.236,30.060,307.5
24986,03/30/20 05:17:00 PM,27.648,32.472,287.8
24987,03/30/20 05:18:00 PM,30.060,55.296,290.6
24988,03/30/20 05:19:00 PM,37.260,40.860,290.6
24989,03/30/20 05:20:00 PM,34.848,40.860,287.8
24990,03/30/20 05:21:00 PM,36.072,42.084,299.0
24991,03/30/20 05:22:00 PM,33.660,40.860,301.8
24992,03/30/20 05:23:00 PM,32.472,39.672,304.7
24993,03/30/20 05:24:00 PM,27.648,31.248,315.9
24994,03/30/20 05:25:00 PM,26.460,30.060,318.7
24995,03/30/20 05:26:00 PM,26.460,31.248,314.5
24996,03/30/20 05:27:00 PM,31.248,39.672,313.1
24997,03/30/20 05:28:00 PM,33.660,42.084,322.9
24998,03/30/20 05:29:00 PM,34.848,40.860,315.9
24999,03/30/20 05:30:00 PM,27.648,37.260,311.7
25000,03/30/20 05:31:00 PM,31.248,42.084,324.3
25001,03/30/20 05:32:00 PM,34.848,40.860,310.3
25002,03/30/20 05:33:00 PM,30.060,36.072,303.2
25003,03/30/20 05:34:00 PM,25.236,30.060,299.0
25004,03/30/20 05:35:00 PM,32.472,40.860,306.1
25005,03/30/20 05:36:00 PM,26.460,34.848,314.5
25006,03/30/20 05:37:00 PM,31.248,42.084,303.2
25007,03/30/20 05:38:00 PM,28.872,32.472,310.3
25008,03/30/20 05:39:00 PM,33.660,38.484,310.3
25009,03/30/20 05:40:00 PM,38.484,44.496,310.3
25010,03/30/20 05:41:00 PM,33.660,38.484,310.3
25011,03/30/20 05:42:00 PM,36.072,45.684,314.5
25012,03/30/20 05:43:00 PM,36.072,44.496,308.9
25013,03/30/20 05:44:00 PM,31.248,39.672,308.9
25014,03/30/20 05:45:00 PM,36.072,44.496,313.1
25015,03/30/20 05:46:00 PM,36.072,44.496,335.5
25016,03/30/20 05:47:00 PM,42.084,50.508,327.1
25017,03/30/20 05:48:00 PM,40.860,48.096,332.7
25018,03/30/20 05:49:00 PM,40.860,46.872,318.7
25019,03/30/20 05:50:00 PM,39.672,46.872,321.5
25020,03/30/20 05:51:00 PM,36.072,42.084,318.7
25021,03/30/20 05:52:00 PM,38.484,45.684,321.5
25022,03/30/20 05:53:00 PM,37.260,42.084,315.9
25023,03/30/20 05:54:00 PM,40.860,45.684,304.7
25024,03/30/20 05:55:00 PM,36.072,42.084,308.9
25025,03/30/20 05:56:00 PM,38.484,43.272,315.9
25026,03/30/20 05:57:00 PM,40.860,49.284,308.9
25027,03/30/20 05:58:00 PM,42.084,45.684,317.3
25028,03/30/20 05:59:00 PM,37.260,42.084,320.1
25029,03/30/20 06:00:00 PM,43.272,50.508,315.9
25030,03/30/20 06:01:00 PM,43.272,51.696,311.7
25031,03/30/20 06:02:00 PM,39.672,44.496,314.5
25032,03/30/20 06:03:00 PM,40.860,48.096,310.3
25033,03/30/20 06:04:00 PM,43.272,50.508,311.7
25034,03/30/20 06:05:00 PM,45.684,51.696,315.9
25035,03/30/20 06:06:00 PM,44.496,50.508,318.7
25036,03/30/20 06:07:00 PM,45.684,50.508,311.7
25037,03/30/20 06:08:00 PM,44.496,54.108,317.3
25038,03/30/20 06:09:00 PM,39.672,49.284,315.9
25039,03/30/20 06:10:00 PM,46.872,51.696,321.5
25040,03/30/20 06:11:00 PM,45.684,51.696,324.3
25041,03/30/20 06:12:00 PM,48.096,54.108,322.9
25042,03/30/20 06:13:00 PM,48.096,55.296,313.1
25043,03/30/20 06:14:00 PM,45.684,54.108,315.9
25044,03/30/20 06:15:00 PM,43.272,50.508,315.9
25045,03/30/20 06:16:00 PM,49.284,58.896,317.3
25046,03/30/20 06:17:00 PM,44.496,56.520,314.5
25047,03/30/20 06:18:00 PM,37.260,43.272,314.5
25048,03/30/20 06:19:00 PM,37.260,40.860,314.5
25049,03/30/20 06:20:00 PM,44.496,50.508,315.9
25050,03/30/20 06:21:00 PM,43.272,49.284,314.5
25051,03/30/20 06:22:00 PM,36.072,45.684,313.1
25052,03/30/20 06:23:00 PM,43.272,50.508,315.9
25053,03/30/20 06:24:00 PM,45.684,55.296,317.3
25054,03/30/20 06:25:00 PM,44.496,54.108,325.7
25055,03/30/20 06:26:00 PM,43.272,51.696,328.5
25056,03/30/20 06:27:00 PM,42.084,50.508,315.9
25057,03/30/20 06:28:00 PM,42.084,56.520,327.1
25058,03/30/20 06:29:00 PM,44.496,50.508,328.5
25059,03/30/20 06:30:00 PM,40.860,48.096,327.1
25060,03/30/20 06:31:00 PM,40.860,48.096,332.7
25061,03/30/20 06:32:00 PM,45.684,54.108,327.1
25062,03/30/20 06:33:00 PM,44.496,54.108,325.7
25063,03/30/20 06:34:00 PM,44.496,52.884,322.9
25064,03/30/20 06:35:00 PM,43.272,51.696,325.7
25065,03/30/20 06:36:00 PM,40.860,46.872,313.1
25066,03/30/20 06:37:00 PM,40.860,48.096,325.7
25067,03/30/20 06:38:00 PM,42.084,48.096,321.5
25068,03/30/20 06:39:00 PM,45.684,54.108,322.9
25069,03/30/20 06:40:00 PM,34.848,40.860,321.5
25070,03/30/20 06:41:00 PM,43.272,49.284,325.7
25071,03/30/20 06:42:00 PM,40.860,46.872,325.7
25072,03/30/20 06:43:00 PM,44.496,54.108,322.9
25073,03/30/20 06:44:00 PM,44.496,55.296,314.5
25074,03/30/20 06:45:00 PM,45.684,52.884,314.5
25075,03/30/20 06:46:00 PM,43.272,51.696,324.3
25076,03/30/20 06:47:00 PM,42.084,49.284,321.5
25077,03/30/20 06:48:00 PM,46.872,54.108,327.1
25078,03/30/20 06:49:00 PM,40.860,52.884,327.1
25079,03/30/20 06:50:00 PM,42.084,48.096,335.5
25080,03/30/20 06:51:00 PM,42.084,49.284,334.1
25081,03/30/20 06:52:00 PM,39.672,44.496,317.3
25082,03/30/20 06:53:00 PM,40.860,48.096,321.5
25083,03/30/20 06:54:00 PM,42.084,46.872,327.1
25084,03/30/20 06:55:00 PM,44.496,51.696,324.3
25085,03/30/20 06:56:00 PM,40.860,49.284,327.1
25086,03/30/20 06:57:00 PM,48.096,55.296,325.7
25087,03/30/20 06:58:00 PM,43.272,50.508,331.3
25088,03/30/20 06:59:00 PM,40.860,49.284,329.9
25089,03/30/20 07:00:00 PM,45.684,56.520,331.3
25090,03/30/20 07:01:00 PM,40.860,48.096,327.1
25091,03/30/20 07:02:00 PM,42.084,51.696,335.5
25092,03/30/20 07:03:00 PM,46.872,57.708,325.7
25093,03/30/20 07:04:00 PM,48.096,52.884,328.5
25094,03/30/20 07:05:00 PM,48.096,52.884,327.1
25095,03/30/20 07:06:00 PM,48.096,54.108,328.5
25096,03/30/20 07:07:00 PM,42.084,50.508,327.1
25097,03/30/20 07:08:00 PM,38.484,49.284,328.5
25098,03/30/20 07:09:00 PM,46.872,52.884,327.1
25099,03/30/20 07:10:00 PM,42.084,52.884,334.1
25100,03/30/20 07:11:00 PM,42.084,49.284,329.9
25101,03/30/20 07:12:00 PM,45.684,51.696,334.1
25102,03/30/20 07:13:00 PM,43.272,49.284,338.3
25103,03/30/20 07:14:00 PM,43.272,48.096,336.9
25104,03/30/20 07:15:00 PM,43.272,49.284,332.7
25105,03/30/20 07:16:00 PM,45.684,51.696,329.9
25106,03/30/20 07:17:00 PM,49.284,52.884,328.5
25107,03/30/20 07:18:00 PM,46.872,52.884,325.7
25108,03/30/20 07:19:00 PM,43.272,51.696,325.7
25109,03/30/20 07:20:00 PM,44.496,51.696,332.7
25110,03/30/20 07:21:00 PM,44.496,55.296,332.7
25111,03/30/20 07:22:00 PM,44.496,55.296,334.1
25112,03/30/20 07:23:00 PM,40.860,46.872,328.5
25113,03/30/20 07:24:00 PM,43.272,48.096,327.1
25114,03/30/20 07:25:00 PM,43.272,49.284,328.5
25115,03/30/20 07:26:00 PM,43.272,48.096,327.1
25116,03/30/20 07:27:00 PM,45.684,50.508,332.7
25117,03/30/20 07:28:00 PM,45.684,55.296,332.7
25118,03/30/20 07:29:00 PM,50.508,56.520,339.7
25119,03/30/20 07:30:00 PM,48.096,54.108,336.9
25120,03/30/20 07:31:00 PM,45.684,52.884,331.3
25121,03/30/20 07:32:00 PM,40.860,48.096,338.3
25122,03/30/20 07:33:00 PM,44.496,54.108,334.1
25123,03/30/20 07:34:00 PM,42.084,50.508,336.9
25124,03/30/20 07:35:00 PM,43.272,49.284,336.9
25125,03/30/20 07:36:00 PM,44.496,51.696,338.3
25126,03/30/20 07:37:00 PM,45.684,52.884,335.5
25127,03/30/20 07:38:00 PM,45.684,50.508,336.9
25128,03/30/20 07:39:00 PM,49.284,55.296,341.2
25129,03/30/20 07:40:00 PM,46.872,56.520,341.2
25130,03/30/20 07:41:00 PM,44.496,51.696,335.5
25131,03/30/20 07:42:00 PM,49.284,55.296,336.9
25132,03/30/20 07:43:00 PM,39.672,45.684,334.1
25133,03/30/20 07:44:00 PM,39.672,46.872,335.5
25134,03/30/20 07:45:00 PM,43.272,46.872,334.1
25135,03/30/20 07:46:00 PM,43.272,49.284,336.9
25136,03/30/20 07:47:00 PM,43.272,49.284,335.5
25137,03/30/20 07:48:00 PM,42.084,46.872,335.5
25138,03/30/20 07:49:00 PM,39.672,46.872,339.7
25139,03/30/20 07:50:00 PM,39.672,45.684,335.5
25140,03/30/20 07:51:00 PM,42.084,48.096,336.9
25141,03/30/20 07:52:00 PM,44.496,50.508,336.9
25142,03/30/20 07:53:00 PM,44.496,50.508,338.3
25143,03/30/20 07:54:00 PM,46.872,54.108,336.9
25144,03/30/20 07:55:00 PM,46.872,50.508,342.6
25145,03/30/20 07:56:00 PM,43.272,50.508,336.9
25146,03/30/20 07:57:00 PM,44.496,51.696,338.3
25147,03/30/20 07:58:00 PM,42.084,45.684,336.9
25148,03/30/20 07:59:00 PM,44.496,52.884,341.2
25149,03/30/20 08:00:00 PM,48.096,52.884,338.3
25150,03/30/20 08:01:00 PM,46.872,51.696,338.3
25151,03/30/20 08:02:00 PM,49.284,56.520,338.3
25152,03/30/20 08:03:00 PM,44.496,51.696,336.9
25153,03/30/20 08:04:00 PM,45.684,55.296,345.4
25154,03/30/20 08:05:00 PM,45.684,54.108,339.7
25155,03/30/20 08:06:00 PM,43.272,52.884,344.0
25156,03/30/20 08:07:00 PM,39.672,49.284,338.3
25157,03/30/20 08:08:00 PM,49.284,55.296,339.7
25158,03/30/20 08:09:00 PM,48.096,58.896,331.3
25159,03/30/20 08:10:00 PM,45.684,57.708,341.2
25160,03/30/20 08:11:00 PM,50.508,57.708,339.7
25161,03/30/20 08:12:00 PM,55.296,60.120,334.1
25162,03/30/20 08:13:00 PM,45.684,50.508,341.2
25163,03/30/20 08:14:00 PM,40.860,46.872,342.6
25164,03/30/20 08:15:00 PM,40.860,45.684,345.4
25165,03/30/20 08:16:00 PM,42.084,46.872,342.6
25166,03/30/20 08:17:00 PM,46.872,52.884,336.9
25167,03/30/20 08:18:00 PM,51.696,61.308,332.7
25168,03/30/20 08:19:00 PM,51.696,56.520,334.1
25169,03/30/20 08:20:00 PM,45.684,54.108,336.9
25170,03/30/20 08:21:00 PM,45.684,50.508,336.9
25171,03/30/20 08:22:00 PM,46.872,54.108,338.3
25172,03/30/20 08:23:00 PM,46.872,54.108,341.2
25173,03/30/20 08:24:00 PM,45.684,51.696,339.7
25174,03/30/20 08:25:00 PM,50.508,57.708,338.3
25175,03/30/20 08:26:00 PM,48.096,56.520,338.3
25176,03/30/20 08:27:00 PM,44.496,51.696,339.7
25177,03/30/20 08:28:00 PM,42.084,49.284,341.2
25178,03/30/20 08:29:00 PM,46.872,52.884,338.3
25179,03/30/20 08:30:00 PM,51.696,57.708,334.1
25180,03/30/20 08:31:00 PM,44.496,51.696,339.7
25181,03/30/20 08:32:00 PM,46.872,54.108,336.9
25182,03/30/20 08:33:00 PM,44.496,52.884,336.9
25183,03/30/20 08:34:00 PM,45.684,54.108,338.3
25184,03/30/20 08:35:00 PM,43.272,52.884,334.1
25185,03/30/20 08:36:00 PM,46.872,54.108,335.5
25186,03/30/20 08:37:00 PM,45.684,50.508,336.9
25187,03/30/20 08:38:00 PM,43.272,46.872,336.9
25188,03/30/20 08:39:00 PM,44.496,49.284,341.2
25189,03/30/20 08:40:00 PM,40.860,45.684,341.2
25190,03/30/20 08:41:00 PM,43.272,50.508,336.9
25191,03/30/20 08:42:00 PM,37.260,43.272,334.1
25192,03/30/20 08:43:00 PM,48.096,55.296,335.5
25193,03/30/20 08:44:00 PM,43.272,52.884,335.5
25194,03/30/20 08:45:00 PM,42.084,51.696,342.6
25195,03/30/20 08:46:00 PM,49.284,52.884,335.5
25196,03/30/20 08:47:00 PM,49.284,60.120,338.3
25197,03/30/20 08:48:00 PM,49.284,54.108,339.7
25198,03/30/20 08:49:00 PM,44.496,49.284,341.2
25199,03/30/20 08:50:00 PM,42.084,44.496,338.3
25200,03/30/20 08:51:00 PM,38.484,42.084,334.1
25201,03/30/20 08:52:00 PM,42.084,52.884,338.3
25202,03/30/20 08:53:00 PM,40.860,48.096,336.9
25203,03/30/20 08:54:00 PM,42.084,51.696,338.3
25204,03/30/20 08:55:00 PM,45.684,51.696,331.3
25205,03/30/20 08:56:00 PM,40.860,49.284,329.9
25206,03/30/20 08:57:00 PM,37.260,46.872,338.3
25207,03/30/20 08:58:00 PM,40.860,45.684,334.1
25208,03/30/20 08:59:00 PM,38.484,44.496,327.1
25209,03/30/20 09:00:00 PM,42.084,51.696,338.3
25210,03/30/20 09:01:00 PM,43.272,49.284,341.2
25211,03/30/20 09:02:00 PM,39.672,45.684,334.1
25212,03/30/20 09:03:00 PM,44.496,51.696,328.5
25213,03/30/20 09:04:00 PM,46.872,52.884,332.7
25214,03/30/20 09:05:00 PM,39.672,45.684,334.1
25215,03/30/20 09:06:00 PM,42.084,46.872,328.5
25216,03/30/20 09:07:00 PM,46.872,52.884,338.3
25217,03/30/20 09:08:00 PM,44.496,51.696,332.7
25218,03/30/20 09:09:00 PM,46.872,52.884,332.7
25219,03/30/20 09:10:00 PM,37.260,45.684,328.5
25220,03/30/20 09:11:00 PM,36.072,43.272,325.7
25221,03/30/20 09:12:00 PM,39.672,46.872,338.3
25222,03/30/20 09:13:00 PM,44.496,51.696,331.3
25223,03/30/20 09:14:00 PM,36.072,45.684,339.7
25224,03/30/20 09:15:00 PM,39.672,58.896,328.5
25225,03/30/20 09:16:00 PM,44.496,62.532,342.6
25226,03/30/20 09:17:00 PM,42.084,51.696,331.3
25227,03/30/20 09:18:00 PM,32.472,51.696,338.3
25228,03/30/20 09:19:00 PM,42.084,52.884,332.7
25229,03/30/20 09:20:00 PM,30.060,37.260,339.7
25230,03/30/20 09:21:00 PM,36.072,48.096,335.5
25231,03/30/20 09:22:00 PM,40.860,49.284,339.7
25232,03/30/20 09:23:00 PM,43.272,50.508,353.8
25233,03/30/20 09:24:00 PM,36.072,45.684,342.6
25234,03/30/20 09:25:00 PM,38.484,45.684,341.2
25235,03/30/20 09:26:00 PM,39.672,45.684,339.7
25236,03/30/20 09:27:00 PM,36.072,46.872,1.4
25237,03/30/20 09:28:00 PM,34.848,40.860,338.3
25238,03/30/20 09:29:00 PM,38.484,42.084,336.9
25239,03/30/20 09:30:00 PM,36.072,42.084,338.3
25240,03/30/20 09:31:00 PM,39.672,44.496,344.0
25241,03/30/20 09:32:00 PM,36.072,40.860,351.0
25242,03/30/20 09:33:00 PM,36.072,44.496,342.6
25243,03/30/20 09:34:00 PM,39.672,43.272,327.1
25244,03/30/20 09:35:00 PM,36.072,42.084,329.9
25245,03/30/20 09:36:00 PM,32.472,37.260,336.9
25246,03/30/20 09:37:00 PM,26.460,36.072,335.5
25247,03/30/20 09:38:00 PM,24.048,30.060,338.3
25248,03/30/20 09:39:00 PM,34.848,42.084,346.8
25249,03/30/20 09:40:00 PM,34.848,42.084,336.9
25250,03/30/20 09:41:00 PM,28.872,42.084,341.2
25251,03/30/20 09:42:00 PM,36.072,42.084,345.4
25252,03/30/20 09:43:00 PM,32.472,44.496,342.6
25253,03/30/20 09:44:00 PM,36.072,38.484,345.4
25254,03/30/20 09:45:00 PM,33.660,39.672,342.6
25255,03/30/20 09:46:00 PM,38.484,42.084,341.2
25256,03/30/20 09:47:00 PM,33.660,38.484,341.2
25257,03/30/20 09:48:00 PM,30.060,33.660,334.1
25258,03/30/20 09:49:00 PM,31.248,49.284,334.1
25259,03/30/20 09:50:00 PM,38.484,43.272,322.9
25260,03/30/20 09:51:00 PM,31.248,38.484,332.7
25261,03/30/20 09:52:00 PM,25.236,28.872,334.1
25262,03/30/20 09:53:00 PM,25.236,31.248,331.3
25263,03/30/20 09:54:00 PM,26.460,31.248,339.7
25264,03/30/20 09:55:00 PM,36.072,42.084,332.7
25265,03/30/20 09:56:00 PM,37.260,42.084,334.1
25266,03/30/20 09:57:00 PM,37.260,40.860,336.9
25267,03/30/20 09:58:00 PM,32.472,36.072,328.5
25268,03/30/20 09:59:00 PM,28.872,34.848,334.1
25269,03/30/20 10:00:00 PM,37.260,43.272,351.0
25270,03/30/20 10:01:00 PM,38.484,44.496,345.4
25271,03/30/20 10:02:00 PM,30.060,32.472,342.6
25272,03/30/20 10:03:00 PM,31.248,36.072,351.0
25273,03/30/20 10:04:00 PM,33.660,44.496,345.4
25274,03/30/20 10:05:00 PM,34.848,38.484,338.3
25275,03/30/20 10:06:00 PM,32.472,38.484,336.9
25276,03/30/20 10:07:00 PM,34.848,39.672,353.8
25277,03/30/20 10:08:00 PM,31.248,39.672,12.6
25278,03/30/20 10:09:00 PM,22.860,28.872,353.8
25279,03/30/20 10:10:00 PM,25.236,37.260,335.5
25280,03/30/20 10:11:00 PM,28.872,31.248,320.1
25281,03/30/20 10:12:00 PM,25.236,28.872,322.9
25282,03/30/20 10:13:00 PM,25.236,33.660,348.2
25283,03/30/20 10:14:00 PM,28.872,39.672,335.5
25284,03/30/20 10:15:00 PM,30.060,38.484,329.9
25285,03/30/20 10:16:00 PM,24.048,28.872,334.1
25286,03/30/20 10:17:00 PM,30.060,33.660,344.0
25287,03/30/20 10:18:00 PM,36.072,42.084,2.8
25288,03/30/20 10:19:00 PM,37.260,48.096,341.2
25289,03/30/20 10:20:00 PM,33.660,40.860,342.6
25290,03/30/20 10:21:00 PM,30.060,34.848,341.2
25291,03/30/20 10:22:00 PM,25.236,33.660,345.4
25292,03/30/20 10:23:00 PM,22.860,31.248,352.4
25293,03/30/20 10:24:00 PM,30.060,38.484,336.9
25294,03/30/20 10:25:00 PM,28.872,32.472,342.6
25295,03/30/20 10:26:00 PM,32.472,38.484,339.7
25296,03/30/20 10:27:00 PM,28.872,33.660,339.7
25297,03/30/20 10:28:00 PM,24.048,27.648,348.2
25298,03/30/20 10:29:00 PM,27.648,32.472,348.2
25299,03/30/20 10:30:00 PM,26.460,31.248,352.4
25300,03/30/20 10:31:00 PM,27.648,33.660,355.2
25301,03/30/20 10:32:00 PM,25.236,34.848,355.2
25302,03/30/20 10:33:00 PM,28.872,33.660,345.4
25303,03/30/20 10:34:00 PM,26.460,32.472,352.4
25304,03/30/20 10:35:00 PM,22.860,27.648,345.4
25305,03/30/20 10:36:00 PM,28.872,33.660,332.7
25306,03/30/20 10:37:00 PM,31.248,42.084,341.2
25307,03/30/20 10:38:00 PM,25.236,28.872,348.2
25308,03/30/20 10:39:00 PM,22.860,33.660,346.8
25309,03/30/20 10:40:00 PM,34.848,39.672,332.7
25310,03/30/20 10:41:00 PM,20.448,26.460,346.8
25311,03/30/20 10:42:00 PM,31.248,39.672,338.3
25312,03/30/20 10:43:00 PM,34.848,39.672,349.6
25313,03/30/20 10:44:00 PM,25.236,31.248,341.2
25314,03/30/20 10:45:00 PM,22.860,37.260,325.7
25315,03/30/20 10:46:00 PM,26.460,34.848,328.5
25316,03/30/20 10:47:00 PM,25.236,33.660,322.9
25317,03/30/20 10:48:00 PM,24.048,31.248,334.1
25318,03/30/20 10:49:00 PM,26.460,32.472,355.2
25319,03/30/20 10:50:00 PM,26.460,31.248,345.4
25320,03/30/20 10:51:00 PM,28.872,32.472,341.2
25321,03/30/20 10:52:00 PM,22.860,26.460,348.2
25322,03/30/20 10:53:00 PM,19.224,24.048,344.0
25323,03/30/20 10:54:00 PM,19.224,21.636,335.5
25324,03/30/20 10:55:00 PM,25.236,31.248,342.6
25325,03/30/20 10:56:00 PM,26.460,28.872,335.5
25326,03/30/20 10:57:00 PM,26.460,32.472,320.1
25327,03/30/20 10:58:00 PM,24.048,27.648,331.3
25328,03/30/20 10:59:00 PM,20.448,24.048,331.3
25329,03/30/20 11:00:00 PM,21.636,25.236,334.1
25330,03/30/20 11:01:00 PM,18.036,21.636,336.9
25331,03/30/20 11:02:00 PM,16.848,21.636,338.3
25332,03/30/20 11:03:00 PM,18.036,20.448,335.5
25333,03/30/20 11:04:00 PM,21.636,25.236,327.1
25334,03/30/20 11:05:00 PM,14.436,19.224,313.1
25335,03/30/20 11:06:00 PM,15.624,21.636,311.7
25336,03/30/20 11:07:00 PM,12.024,16.848,311.7
25337,03/30/20 11:08:00 PM,12.024,13.212,314.5
25338,03/30/20 11:09:00 PM,22.860,30.060,329.9
25339,03/30/20 11:10:00 PM,20.448,22.860,334.1
25340,03/30/20 11:11:00 PM,20.448,25.236,328.5
25341,03/30/20 11:12:00 PM,18.036,24.048,334.1
25342,03/30/20 11:13:00 PM,21.636,38.484,303.2
25343,03/30/20 11:14:00 PM,8.424,18.036,307.5
25344,03/30/20 11:15:00 PM,2.412,3.600,306.1
25345,03/30/20 11:16:00 PM,7.200,16.848,320.1
25346,03/30/20 11:17:00 PM,15.624,18.036,329.9
25347,03/30/20 11:18:00 PM,13.212,16.848,349.6
25348,03/30/20 11:19:00 PM,15.624,19.224,345.4
25349,03/30/20 11:20:00 PM,19.224,24.048,12.6
25350,03/30/20 11:21:00 PM,18.036,21.636,4.2
25351,03/30/20 11:22:00 PM,14.436,19.224,345.4
25352,03/30/20 11:23:00 PM,21.636,28.872,346.8
25353,03/30/20 11:24:00 PM,20.448,26.460,345.4
25354,03/30/20 11:25:00 PM,13.212,20.448,9.8
25355,03/30/20 11:26:00 PM,12.024,16.848,18.3
25356,03/30/20 11:27:00 PM,19.224,21.636,332.7
25357,03/30/20 11:28:00 PM,15.624,19.224,301.8
25358,03/30/20 11:29:00 PM,15.624,20.448,338.3
25359,03/30/20 11:30:00 PM,15.624,21.636,329.9
25360,03/30/20 11:31:00 PM,26.460,31.248,322.9
25361,03/30/20 11:32:00 PM,20.448,26.460,317.3
25362,03/30/20 11:33:00 PM,20.448,24.048,313.1
25363,03/30/20 11:34:00 PM,19.224,21.636,318.7
25364,03/30/20 11:35:00 PM,14.436,18.036,344.0
25365,03/30/20 11:36:00 PM,10.836,16.848,336.9
25366,03/30/20 11:37:00 PM,25.236,32.472,335.5
25367,03/30/20 11:38:00 PM,18.036,24.048,336.9
25368,03/30/20 11:39:00 PM,24.048,30.060,332.7
25369,03/30/20 11:40:00 PM,24.048,28.872,335.5
25370,03/30/20 11:41:00 PM,20.448,22.860,331.3
25371,03/30/20 11:42:00 PM,24.048,32.472,346.8
25372,03/30/20 11:43:00 PM,21.636,31.248,351.0
25373,03/30/20 11:44:00 PM,20.448,22.860,344.0
25374,03/30/20 11:45:00 PM,18.036,21.636,336.9
25375,03/30/20 11:46:00 PM,16.848,19.224,334.1
25376,03/30/20 11:47:00 PM,19.224,22.860,325.7
25377,03/30/20 11:48:00 PM,24.048,30.060,348.2
25378,03/30/20 11:49:00 PM,21.636,27.648,349.6
25379,03/30/20 11:50:00 PM,22.860,26.460,352.4
25380,03/30/20 11:51:00 PM,24.048,26.460,345.4
25381,03/30/20 11:52:00 PM,21.636,27.648,341.2
25382,03/30/20 11:53:00 PM,19.224,26.460,332.7
25383,03/30/20 11:54:00 PM,26.460,30.060,338.3
25384,03/30/20 11:55:00 PM,18.036,22.860,349.6
25385,03/30/20 11:56:00 PM,19.224,30.060,346.8
25386,03/30/20 11:57:00 PM,22.860,27.648,355.2
25387,03/30/20 11:58:00 PM,22.860,25.236,1.4
25388,03/30/20 11:59:00 PM,26.460,32.472,355.2
25389,03/31/20 12:00:00 AM,20.448,30.060,2.8
25390,03/31/20 12:01:00 AM,24.048,30.060,349.6
25391,03/31/20 12:02:00 AM,22.860,28.872,355.2
25392,03/31/20 12:03:00 AM,19.224,21.636,1.4
25393,03/31/20 12:04:00 AM,24.048,28.872,349.6
25394,03/31/20 12:05:00 AM,20.448,30.060,349.6
25395,03/31/20 12:06:00 AM,25.236,28.872,351.0
25396,03/31/20 12:07:00 AM,25.236,30.060,355.2
25397,03/31/20 12:08:00 AM,24.048,27.648,4.2
25398,03/31/20 12:09:00 AM,22.860,30.060,11.2
25399,03/31/20 12:10:00 AM,19.224,25.236,23.9
25400,03/31/20 12:11:00 AM,22.860,26.460,1.4
25401,03/31/20 12:12:00 AM,24.048,27.648,2.8
25402,03/31/20 12:13:00 AM,27.648,32.472,12.6
25403,03/31/20 12:14:00 AM,25.236,30.060,352.4
25404,03/31/20 12:15:00 AM,21.636,26.460,1.4
25405,03/31/20 12:16:00 AM,20.448,24.048,353.8
25406,03/31/20 12:17:00 AM,21.636,26.460,353.8
25407,03/31/20 12:18:00 AM,24.048,28.872,351.0
25408,03/31/20 12:19:00 AM,27.648,33.660,7.0
25409,03/31/20 12:20:00 AM,22.860,27.648,2.8
25410,03/31/20 12:21:00 AM,21.636,27.648,2.8
25411,03/31/20 12:22:00 AM,26.460,28.872,344.0
25412,03/31/20 12:23:00 AM,22.860,26.460,353.8
25413,03/31/20 12:24:00 AM,21.636,24.048,7.0
25414,03/31/20 12:25:00 AM,26.460,31.248,15.4
25415,03/31/20 12:26:00 AM,27.648,30.060,7.0
25416,03/31/20 12:27:00 AM,21.636,25.236,11.2
25417,03/31/20 12:28:00 AM,26.460,30.060,355.2
25418,03/31/20 12:29:00 AM,24.048,26.460,7.0
