T�tulo de trazado: 20682650,,,,
N.�,Fecha,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de R�fagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Direcci�n del viento. � (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
11275,11/11/19 05:32:13,12.024,13.212,332.7
11276,11/11/19 05:33:13,10.836,13.212,328.5
11277,11/11/19 05:34:13,12.024,14.436,324.3
11278,11/11/19 05:35:13,15.624,18.036,317.3
11279,11/11/19 05:36:13,15.624,16.848,317.3
11280,11/11/19 05:37:13,14.436,15.624,314.5
11281,11/11/19 05:38:13,14.436,15.624,310.3
11282,11/11/19 05:39:13,14.436,15.624,314.5
11283,11/11/19 05:40:13,13.212,14.436,317.3
11284,11/11/19 05:41:13,14.436,15.624,327.1
11285,11/11/19 05:42:13,14.436,15.624,325.7
11286,11/11/19 05:43:13,13.212,15.624,329.9
11287,11/11/19 05:44:13,12.024,13.212,324.3
11288,11/11/19 05:45:13,15.624,19.224,324.3
11289,11/11/19 05:46:13,18.036,21.636,315.9
11290,11/11/19 05:47:13,18.036,20.448,317.3
11291,11/11/19 05:48:13,18.036,22.86,320.1
11292,11/11/19 05:49:13,19.224,24.048,314.5
11293,11/11/19 05:50:13,18.036,20.448,314.5
11294,11/11/19 05:51:13,19.224,21.636,317.3
11295,11/11/19 05:52:13,16.848,20.448,320.1
11296,11/11/19 05:53:13,18.036,20.448,321.5
11297,11/11/19 05:54:13,16.848,18.036,315.9
11298,11/11/19 05:55:13,18.036,20.448,313.1
11299,11/11/19 05:56:13,20.448,21.636,306.1
11300,11/11/19 05:57:13,18.036,21.636,301.8
11301,11/11/19 05:58:13,18.036,19.224,303.2
11302,11/11/19 05:59:13,16.848,19.224,300.4
11303,11/11/19 06:00:13,19.224,22.86,297.6
11304,11/11/19 06:01:13,19.224,22.86,294.8
11305,11/11/19 06:02:13,19.224,21.636,296.2
11306,11/11/19 06:03:13,19.224,24.048,294.8
11307,11/11/19 06:04:13,21.636,24.048,290.6
11308,11/11/19 06:05:13,21.636,22.86,290.6
11309,11/11/19 06:06:13,18.036,21.636,293.4
11310,11/11/19 06:07:13,19.224,21.636,290.6
11311,11/11/19 06:08:13,19.224,24.048,292
11312,11/11/19 06:09:13,21.636,24.048,289.2
11313,11/11/19 06:10:13,21.636,25.236,290.6
11314,11/11/19 06:11:13,21.636,24.048,289.2
11315,11/11/19 06:12:13,20.448,22.86,287.8
11316,11/11/19 06:13:13,21.636,25.236,286.4
11317,11/11/19 06:14:13,19.224,22.86,285
11318,11/11/19 06:15:13,21.636,24.048,290.6
11319,11/11/19 06:16:13,19.224,21.636,292
11320,11/11/19 06:17:13,20.448,22.86,289.2
11321,11/11/19 06:18:13,20.448,21.636,287.8
11322,11/11/19 06:19:13,21.636,25.236,289.2
11323,11/11/19 06:20:13,21.636,26.46,290.6
11324,11/11/19 06:21:13,19.224,22.86,292
11325,11/11/19 06:22:13,21.636,24.048,290.6
11326,11/11/19 06:23:13,18.036,21.636,286.4
11327,11/11/19 06:24:13,15.624,20.448,283.6
11328,11/11/19 06:25:13,18.036,22.86,293.4
11329,11/11/19 06:26:13,21.636,24.048,292
11330,11/11/19 06:27:13,22.86,26.46,292
11331,11/11/19 06:28:13,21.636,24.048,286.4
11332,11/11/19 06:29:13,19.224,22.86,287.8
11333,11/11/19 06:30:13,19.224,21.636,290.6
11334,11/11/19 06:31:13,21.636,24.048,289.2
11335,11/11/19 06:32:13,20.448,22.86,286.4
11336,11/11/19 06:33:13,22.86,26.46,286.4
11337,11/11/19 06:34:13,20.448,22.86,286.4
11338,11/11/19 06:35:13,20.448,22.86,285
11339,11/11/19 06:36:13,20.448,22.86,290.6
11340,11/11/19 06:37:13,20.448,22.86,292
11341,11/11/19 06:38:13,18.036,21.636,294.8
11342,11/11/19 06:39:13,19.224,21.636,292
11343,11/11/19 06:40:13,20.448,22.86,292
11344,11/11/19 06:41:13,20.448,22.86,293.4
11345,11/11/19 06:42:13,19.224,21.636,294.8
11346,11/11/19 06:43:13,18.036,20.448,290.6
11347,11/11/19 06:44:13,19.224,22.86,287.8
11348,11/11/19 06:45:13,19.224,21.636,287.8
11349,11/11/19 06:46:13,19.224,20.448,283.6
11350,11/11/19 06:47:13,20.448,22.86,282.2
11351,11/11/19 06:48:13,19.224,21.636,283.6
11352,11/11/19 06:49:13,18.036,21.636,282.2
11353,11/11/19 06:50:13,19.224,24.048,283.6
11354,11/11/19 06:51:13,18.036,21.636,283.6
11355,11/11/19 06:52:13,18.036,20.448,282.2
11356,11/11/19 06:53:13,22.86,26.46,279.4
11357,11/11/19 06:54:13,20.448,24.048,278
11358,11/11/19 06:55:13,22.86,26.46,278
11359,11/11/19 06:56:13,20.448,25.236,279.4
11360,11/11/19 06:57:13,21.636,25.236,280.8
11361,11/11/19 06:58:13,21.636,25.236,279.4
11362,11/11/19 06:59:13,20.448,24.048,282.2
11363,11/11/19 07:00:13,21.636,25.236,282.2
11364,11/11/19 07:01:13,19.224,21.636,283.6
11365,11/11/19 07:02:13,19.224,21.636,285
11366,11/11/19 07:03:13,18.036,20.448,285
11367,11/11/19 07:04:13,18.036,20.448,287.8
11368,11/11/19 07:05:13,19.224,22.86,286.4
11369,11/11/19 07:06:13,16.848,21.636,287.8
11370,11/11/19 07:07:13,15.624,18.036,289.2
11371,11/11/19 07:08:13,15.624,16.848,289.2
11372,11/11/19 07:09:13,14.436,19.224,293.4
11373,11/11/19 07:10:13,15.624,18.036,299
11374,11/11/19 07:11:13,14.436,16.848,297.6
11375,11/11/19 07:12:13,13.212,15.624,294.8
11376,11/11/19 07:13:13,13.212,16.848,297.6
11377,11/11/19 07:14:13,13.212,14.436,300.4
11378,11/11/19 07:15:13,12.024,15.624,296.2
11379,11/11/19 07:16:13,12.024,14.436,301.8
11380,11/11/19 07:17:13,10.836,12.024,300.4
11381,11/11/19 07:18:13,10.836,14.436,293.4
11382,11/11/19 07:19:13,13.212,14.436,287.8
11383,11/11/19 07:20:13,12.024,14.436,292
11384,11/11/19 07:21:13,10.836,13.212,300.4
11385,11/11/19 07:22:13,12.024,12.024,304.7
11386,11/11/19 07:23:13,10.836,13.212,307.5
11387,11/11/19 07:24:13,10.836,13.212,304.7
11388,11/11/19 07:25:13,12.024,14.436,300.4
11389,11/11/19 07:26:13,14.436,15.624,303.2
11390,11/11/19 07:27:13,13.212,14.436,304.7
11391,11/11/19 07:28:13,13.212,14.436,300.4
11392,11/11/19 07:29:13,12.024,13.212,301.8
11393,11/11/19 07:30:13,12.024,13.212,303.2
11394,11/11/19 07:31:13,12.024,13.212,307.5
11395,11/11/19 07:32:13,13.212,14.436,303.2
11396,11/11/19 07:33:13,12.024,13.212,303.2
11397,11/11/19 07:34:13,12.024,13.212,304.7
11398,11/11/19 07:35:13,10.836,13.212,304.7
11399,11/11/19 07:36:13,12.024,14.436,299
11400,11/11/19 07:37:13,12.024,13.212,304.7
11401,11/11/19 07:38:13,10.836,13.212,304.7
11402,11/11/19 07:39:13,10.836,12.024,303.2
11403,11/11/19 07:40:13,12.024,13.212,304.7
11404,11/11/19 07:41:13,10.836,13.212,306.1
11405,11/11/19 07:42:13,12.024,14.436,306.1
11406,11/11/19 07:43:13,10.836,12.024,303.2
11407,11/11/19 07:44:13,12.024,14.436,300.4
11408,11/11/19 07:45:13,13.212,14.436,299
11409,11/11/19 07:46:13,12.024,14.436,297.6
11410,11/11/19 07:47:13,12.024,14.436,294.8
11411,11/11/19 07:48:13,10.836,12.024,292
11412,11/11/19 07:49:13,10.836,12.024,286.4
11413,11/11/19 07:50:13,12.024,14.436,285
11414,11/11/19 07:51:13,10.836,13.212,280.8
11415,11/11/19 07:52:13,12.024,13.212,278
11416,11/11/19 07:53:13,9.612,10.836,275.2
11417,11/11/19 07:54:13,12.024,14.436,279.4
11418,11/11/19 07:55:13,13.212,14.436,266.7
11419,11/11/19 07:56:13,13.212,14.436,258.3
11420,11/11/19 07:57:13,12.024,14.436,258.3
11421,11/11/19 07:58:13,12.024,13.212,259.7
11422,11/11/19 07:59:13,10.836,14.436,259.7
11423,11/11/19 08:00:13,12.024,14.436,262.5
11424,11/11/19 08:01:13,12.024,14.436,256.9
11425,11/11/19 08:02:13,14.436,15.624,261.1
11426,11/11/19 08:03:13,13.212,14.436,261.1
11427,11/11/19 08:04:13,13.212,15.624,252.7
11428,11/11/19 08:05:13,13.212,15.624,254.1
11429,11/11/19 08:06:13,12.024,14.436,245.7
11430,11/11/19 08:07:13,13.212,15.624,252.7
11431,11/11/19 08:08:13,13.212,14.436,259.7
11432,11/11/19 08:09:13,13.212,15.624,252.7
11433,11/11/19 08:10:13,13.212,15.624,255.5
11434,11/11/19 08:11:13,14.436,16.848,254.1
11435,11/11/19 08:12:13,12.024,15.624,245.7
11436,11/11/19 08:13:13,14.436,16.848,245.7
11437,11/11/19 08:14:13,13.212,15.624,248.5
11438,11/11/19 08:15:13,13.212,15.624,242.9
11439,11/11/19 08:16:13,12.024,13.212,245.7
11440,11/11/19 08:17:13,12.024,13.212,254.1
11441,11/11/19 08:18:13,13.212,14.436,263.9
11442,11/11/19 08:19:13,13.212,15.624,265.3
11443,11/11/19 08:20:13,12.024,13.212,255.5
11444,11/11/19 08:21:13,12.024,14.436,248.5
11445,11/11/19 08:22:13,12.024,13.212,245.7
11446,11/11/19 08:23:13,10.836,13.212,247.1
11447,11/11/19 08:24:13,14.436,18.036,241.5
11448,11/11/19 08:25:13,15.624,18.036,247.1
11449,11/11/19 08:26:13,12.024,14.436,256.9
11450,11/11/19 08:27:13,13.212,16.848,241.5
11451,11/11/19 08:28:13,13.212,15.624,237.3
11452,11/11/19 08:29:13,14.436,15.624,238.7
11453,11/11/19 08:30:13,13.212,14.436,256.9
11454,11/11/19 08:31:13,14.436,16.848,249.9
11455,11/11/19 08:32:13,12.024,13.212,248.5
11456,11/11/19 08:33:13,10.836,13.212,252.7
11457,11/11/19 08:34:13,12.024,14.436,256.9
11458,11/11/19 08:35:13,13.212,15.624,249.9
11459,11/11/19 08:36:13,12.024,16.848,259.7
11460,11/11/19 08:37:13,15.624,18.036,242.9
11461,11/11/19 08:38:13,12.024,15.624,249.9
11462,11/11/19 08:39:13,12.024,13.212,247.1
11463,11/11/19 08:40:13,14.436,16.848,259.7
11464,11/11/19 08:41:13,13.212,14.436,240.1
11465,11/11/19 08:42:13,14.436,16.848,244.3
11466,11/11/19 08:43:13,14.436,16.848,244.3
11467,11/11/19 08:44:13,13.212,16.848,248.5
11468,11/11/19 08:45:13,13.212,16.848,261.1
11469,11/11/19 08:46:13,15.624,18.036,262.5
11470,11/11/19 08:47:13,14.436,18.036,252.7
11471,11/11/19 08:48:13,13.212,15.624,249.9
11472,11/11/19 08:49:13,14.436,18.036,240.1
11473,11/11/19 08:50:13,15.624,20.448,259.7
11474,11/11/19 08:51:13,15.624,20.448,247.1
11475,11/11/19 08:52:13,16.848,19.224,240.1
11476,11/11/19 08:53:13,13.212,18.036,251.3
11477,11/11/19 08:54:13,15.624,18.036,263.9
11478,11/11/19 08:55:13,16.848,20.448,251.3
11479,11/11/19 08:56:13,15.624,19.224,245.7
11480,11/11/19 08:57:13,10.836,14.436,242.9
11481,11/11/19 08:58:13,15.624,19.224,249.9
11482,11/11/19 08:59:13,10.836,13.212,262.5
11483,11/11/19 09:00:13,14.436,21.636,241.5
11484,11/11/19 09:01:13,12.024,15.624,247.1
11485,11/11/19 09:02:13,15.624,18.036,259.7
11486,11/11/19 09:03:13,14.436,18.036,251.3
11487,11/11/19 09:04:13,14.436,18.036,251.3
11488,11/11/19 09:05:13,14.436,16.848,249.9
11489,11/11/19 09:06:13,15.624,21.636,261.1
11490,11/11/19 09:07:13,13.212,20.448,259.7
11491,11/11/19 09:08:13,12.024,18.036,262.5
11492,11/11/19 09:09:13,13.212,18.036,252.7
11493,11/11/19 09:10:13,15.624,18.036,237.3
11494,11/11/19 09:11:13,12.024,16.848,247.1
11495,11/11/19 09:12:13,16.848,20.448,249.9
11496,11/11/19 09:13:13,14.436,18.036,231.6
11497,11/11/19 09:14:13,15.624,18.036,241.5
11498,11/11/19 09:15:13,14.436,18.036,244.3
11499,11/11/19 09:16:13,14.436,18.036,241.5
11500,11/11/19 09:17:13,16.848,21.636,227.4
11501,11/11/19 09:18:13,18.036,22.86,231.6
11502,11/11/19 09:19:13,12.024,15.624,226
11503,11/11/19 09:20:13,14.436,16.848,242.9
11504,11/11/19 09:21:13,12.024,18.036,252.7
11505,11/11/19 09:22:13,18.036,20.448,233.1
11506,11/11/19 09:23:13,13.212,16.848,241.5
11507,11/11/19 09:24:13,19.224,21.636,238.7
11508,11/11/19 09:25:13,15.624,18.036,240.1
11509,11/11/19 09:26:13,12.024,14.436,233.1
11510,11/11/19 09:27:13,12.024,16.848,268.1
11511,11/11/19 09:28:13,10.836,14.436,271
11512,11/11/19 09:29:13,14.436,16.848,234.5
11513,11/11/19 09:30:13,15.624,19.224,247.1
11514,11/11/19 09:31:13,13.212,18.036,254.1
11515,11/11/19 09:32:13,14.436,20.448,247.1
11516,11/11/19 09:33:13,15.624,19.224,247.1
11517,11/11/19 09:34:13,14.436,20.448,234.5
11518,11/11/19 09:35:13,13.212,16.848,247.1
11519,11/11/19 09:36:13,7.2,10.836,233.1
11520,11/11/19 09:37:13,9.612,15.624,240.1
11521,11/11/19 09:38:13,13.212,18.036,247.1
11522,11/11/19 09:39:13,12.024,15.624,249.9
11523,11/11/19 09:40:13,13.212,18.036,228.8
11524,11/11/19 09:41:13,16.848,19.224,213.4
11525,11/11/19 09:42:13,15.624,20.448,233.1
11526,11/11/19 09:43:13,15.624,18.036,233.1
11527,11/11/19 09:44:13,9.612,14.436,227.4
11528,11/11/19 09:45:13,10.836,13.212,231.6
11529,11/11/19 09:46:13,9.612,13.212,224.6
11530,11/11/19 09:47:13,10.836,14.436,233.1
11531,11/11/19 09:48:13,6.012,8.424,247.1
11532,11/11/19 09:49:13,10.836,14.436,226
11533,11/11/19 09:50:13,9.612,12.024,212
11534,11/11/19 09:51:13,18.036,20.448,214.8
11535,11/11/19 09:52:13,15.624,19.224,214.8
11536,11/11/19 09:53:13,12.024,15.624,205
11537,11/11/19 09:54:13,14.436,20.448,214.8
11538,11/11/19 09:55:13,12.024,18.036,226
11539,11/11/19 09:56:13,13.212,16.848,216.2
11540,11/11/19 09:57:13,7.2,10.836,216.2
11541,11/11/19 09:58:13,9.612,14.436,195.1
11542,11/11/19 09:59:13,15.624,18.036,214.8
11543,11/11/19 10:00:13,15.624,18.036,217.6
11544,11/11/19 10:01:13,13.212,16.848,220.4
11545,11/11/19 10:02:13,15.624,18.036,231.6
11546,11/11/19 10:03:13,12.024,14.436,220.4
11547,11/11/19 10:04:13,9.612,13.212,245.7
11548,11/11/19 10:05:13,8.424,13.212,230.2
11549,11/11/19 10:06:13,9.612,12.024,255.5
11550,11/11/19 10:07:13,13.212,20.448,213.4
11551,11/11/19 10:08:13,19.224,24.048,216.2
11552,11/11/19 10:09:13,12.024,14.436,217.6
11553,11/11/19 10:10:13,15.624,22.86,217.6
11554,11/11/19 10:11:13,13.212,18.036,231.6
11555,11/11/19 10:12:13,13.212,18.036,216.2
11556,11/11/19 10:13:13,13.212,15.624,202.2
11557,11/11/19 10:14:13,4.824,7.2,190.9
11558,11/11/19 10:15:13,6.012,10.836,188.1
11559,11/11/19 10:16:13,15.624,19.224,209.2
11560,11/11/19 10:17:13,16.848,21.636,213.4
11561,11/11/19 10:18:13,16.848,20.448,238.7
11562,11/11/19 10:19:13,10.836,14.436,234.5
11563,11/11/19 10:20:13,12.024,15.624,241.5
11564,11/11/19 10:21:13,12.024,16.848,226
11565,11/11/19 10:22:13,14.436,18.036,212
11566,11/11/19 10:23:13,21.636,27.648,200.8
11567,11/11/19 10:24:13,19.224,25.236,223.2
11568,11/11/19 10:25:13,19.224,25.236,228.8
11569,11/11/19 10:26:13,13.212,18.036,240.1
11570,11/11/19 10:27:13,9.612,14.436,249.9
11571,11/11/19 10:28:13,10.836,12.024,221.8
11572,11/11/19 10:29:13,7.2,9.612,214.8
11573,11/11/19 10:30:13,3.6,6.012,209.2
11574,11/11/19 10:31:13,8.424,14.436,209.2
11575,11/11/19 10:32:13,8.424,10.836,176.9
11576,11/11/19 10:33:13,16.848,22.86,193.7
11577,11/11/19 10:34:13,14.436,18.036,220.4
11578,11/11/19 10:35:13,15.624,18.036,234.5
11579,11/11/19 10:36:13,15.624,19.224,216.2
11580,11/11/19 10:37:13,18.036,21.636,200.8
11581,11/11/19 10:38:13,14.436,20.448,171.3
11582,11/11/19 10:39:13,13.212,18.036,178.3
11583,11/11/19 10:40:13,12.024,15.624,181.1
11584,11/11/19 10:41:13,10.836,27.648,182.5
11585,11/11/19 10:42:13,22.86,27.648,207.8
11586,11/11/19 10:43:13,15.624,21.636,219
11587,11/11/19 10:44:13,15.624,22.86,227.4
11588,11/11/19 10:45:13,14.436,24.048,202.2
11589,11/11/19 10:46:13,13.212,16.848,192.3
11590,11/11/19 10:47:13,10.836,15.624,181.1
11591,11/11/19 10:48:13,15.624,24.048,179.7
11592,11/11/19 10:49:13,10.836,19.224,179.7
11593,11/11/19 10:50:13,13.212,18.036,200.8
11594,11/11/19 10:51:13,12.024,19.224,227.4
11595,11/11/19 10:52:13,3.6,4.824,279.4
11596,11/11/19 10:53:13,4.824,6.012,280.8
11597,11/11/19 10:54:13,10.836,15.624,189.5
11598,11/11/19 10:55:13,10.836,16.848,189.5
11599,11/11/19 10:56:13,16.848,26.46,213.4
11600,11/11/19 10:57:13,18.036,21.636,195.1
11601,11/11/19 10:58:13,12.024,18.036,207.8
11602,11/11/19 10:59:13,10.836,18.036,196.5
11603,11/11/19 11:00:13,4.824,7.2,172.7
11604,11/11/19 11:01:13,4.824,7.2,134.8
11605,11/11/19 11:02:13,10.836,15.624,127.8
11606,11/11/19 11:03:13,12.024,16.848,129.2
11607,11/11/19 11:04:13,4.824,8.424,136.2
11608,11/11/19 11:05:13,3.6,7.2,144.6
11609,11/11/19 11:06:13,13.212,15.624,207.8
11610,11/11/19 11:07:13,15.624,20.448,210.6
11611,11/11/19 11:08:13,8.424,13.212,241.5
11612,11/11/19 11:09:13,4.824,8.424,271
11613,11/11/19 11:10:13,6.012,8.424,272.4
11614,11/11/19 11:11:13,8.424,14.436,205
11615,11/11/19 11:12:13,9.612,15.624,164.3
11616,11/11/19 11:13:13,6.012,10.836,143.2
11617,11/11/19 11:14:13,8.424,14.436,190.9
11618,11/11/19 11:15:13,9.612,14.436,190.9
11619,11/11/19 11:16:13,9.612,15.624,199.4
11620,11/11/19 11:17:13,12.024,14.436,212
11621,11/11/19 11:18:13,10.836,15.624,130.6
11622,11/11/19 11:19:13,13.212,21.636,137.6
11623,11/11/19 11:20:13,16.848,22.86,182.5
11624,11/11/19 11:21:13,13.212,16.848,181.1
11625,11/11/19 11:22:13,9.612,12.024,171.3
11626,11/11/19 11:23:13,7.2,13.212,176.9
11627,11/11/19 11:24:13,7.2,12.024,158.6
11628,11/11/19 11:25:13,15.624,25.236,164.3
11629,11/11/19 11:26:13,16.848,22.86,181.1
11630,11/11/19 11:27:13,12.024,18.036,190.9
11631,11/11/19 11:28:13,9.612,16.848,175.5
11632,11/11/19 11:29:13,9.612,19.224,181.1
11633,11/11/19 11:30:13,10.836,16.848,181.1
11634,11/11/19 11:31:13,10.836,14.436,140.4
11635,11/11/19 11:32:13,13.212,18.036,120.7
11636,11/11/19 11:33:13,10.836,16.848,103.9
11637,11/11/19 11:34:13,9.612,13.212,116.5
11638,11/11/19 11:35:13,6.012,8.424,105.3
11639,11/11/19 11:36:13,7.2,9.612,96.9
11640,11/11/19 11:37:13,6.012,7.2,129.2
11641,11/11/19 11:38:13,4.824,8.424,139
11642,11/11/19 11:39:13,4.824,8.424,130.6
11643,11/11/19 11:40:13,8.424,10.836,109.5
11644,11/11/19 11:41:13,8.424,12.024,127.8
11645,11/11/19 11:42:13,8.424,10.836,176.9
11646,11/11/19 11:43:13,9.612,16.848,146
11647,11/11/19 11:44:13,13.212,22.86,182.5
11648,11/11/19 11:45:13,7.2,14.436,209.2
11649,11/11/19 11:46:13,6.012,8.424,176.9
11650,11/11/19 11:47:13,6.012,9.612,147.4
11651,11/11/19 11:48:13,14.436,19.224,133.4
11652,11/11/19 11:49:13,6.012,9.612,172.7
11653,11/11/19 11:50:13,9.612,14.436,164.3
11654,11/11/19 11:51:13,14.436,18.036,151.6
11655,11/11/19 11:52:13,7.2,10.836,161.5
11656,11/11/19 11:53:13,8.424,13.212,161.5
11657,11/11/19 11:54:13,7.2,15.624,165.7
11658,11/11/19 11:55:13,10.836,15.624,151.6
11659,11/11/19 11:56:13,7.2,12.024,132
11660,11/11/19 11:57:13,10.836,13.212,161.5
11661,11/11/19 11:58:13,10.836,13.212,147.4
11662,11/11/19 11:59:13,12.024,14.436,155.8
11663,11/11/19 12:00:13,8.424,12.024,172.7
11664,11/11/19 12:01:13,8.424,10.836,165.7
11665,11/11/19 12:02:13,8.424,15.624,198
11666,11/11/19 12:03:13,12.024,16.848,206.4
11667,11/11/19 12:04:13,8.424,14.436,224.6
11668,11/11/19 12:05:13,16.848,24.048,227.4
11669,11/11/19 12:06:13,12.024,16.848,223.2
11670,11/11/19 12:07:13,12.024,18.036,237.3
11671,11/11/19 12:08:13,8.424,12.024,231.6
11672,11/11/19 12:09:13,9.612,10.836,244.3
11673,11/11/19 12:10:13,8.424,13.212,217.6
11674,11/11/19 12:11:13,9.612,14.436,154.4
11675,11/11/19 12:12:13,16.848,20.448,176.9
11676,11/11/19 12:13:13,13.212,16.848,189.5
11677,11/11/19 12:14:13,8.424,12.024,193.7
11678,11/11/19 12:15:13,8.424,12.024,192.3
11679,11/11/19 12:16:13,13.212,15.624,146
11680,11/11/19 12:17:13,15.624,25.236,141.8
11681,11/11/19 12:18:13,22.86,26.46,110.9
11682,11/11/19 12:19:13,13.212,20.448,103.9
11683,11/11/19 12:20:13,13.212,20.448,99.7
11684,11/11/19 12:21:13,10.836,14.436,99.7
11685,11/11/19 12:22:13,9.612,12.024,99.7
11686,11/11/19 12:23:13,9.612,13.212,96.9
11687,11/11/19 12:24:13,7.2,9.612,66
11688,11/11/19 12:25:13,7.2,9.612,54.8
11689,11/11/19 12:26:13,4.824,7.2,94.1
11690,11/11/19 12:27:13,12.024,20.448,132
11691,11/11/19 12:28:13,16.848,19.224,157.2
11692,11/11/19 12:29:13,15.624,20.448,132
11693,11/11/19 12:30:13,15.624,20.448,168.5
11694,11/11/19 12:31:13,12.024,15.624,193.7
11695,11/11/19 12:32:13,12.024,18.036,174.1
11696,11/11/19 12:33:13,13.212,16.848,216.2
11697,11/11/19 12:34:13,6.012,10.836,203.6
11698,11/11/19 12:35:13,10.836,14.436,127.8
11699,11/11/19 12:36:13,12.024,14.436,124.9
11700,11/11/19 12:37:13,10.836,15.624,113.7
11701,11/11/19 12:38:13,12.024,19.224,150.2
11702,11/11/19 12:39:13,12.024,19.224,130.6
11703,11/11/19 12:40:13,9.612,16.848,127.8
11704,11/11/19 12:41:13,15.624,19.224,94.1
11705,11/11/19 12:42:13,15.624,19.224,109.5
11706,11/11/19 12:43:13,4.824,7.2,119.3
11707,11/11/19 12:44:13,3.6,7.2,157.2
11708,11/11/19 12:45:13,4.824,6.012,183.9
11709,11/11/19 12:46:13,4.824,8.424,256.9
11710,11/11/19 12:47:13,8.424,13.212,202.2
11711,11/11/19 12:48:13,9.612,20.448,116.5
11712,11/11/19 12:49:13,9.612,12.024,91.3
11713,11/11/19 12:50:13,10.836,14.436,115.1
11714,11/11/19 12:51:13,9.612,14.436,167.1
11715,11/11/19 12:52:13,13.212,16.848,186.7
11716,11/11/19 12:53:13,9.612,12.024,193.7
11717,11/11/19 12:54:13,4.824,8.424,167.1
11718,11/11/19 12:55:13,6.012,9.612,198
11719,11/11/19 12:56:13,21.636,26.46,126.4
11720,11/11/19 12:57:13,13.212,21.636,106.7
11721,11/11/19 12:58:13,9.612,13.212,130.6
11722,11/11/19 12:59:13,8.424,9.612,134.8
11723,11/11/19 13:00:13,14.436,20.448,103.9
11724,11/11/19 13:01:13,13.212,18.036,115.1
11725,11/11/19 13:02:13,13.212,16.848,105.3
11726,11/11/19 13:03:13,15.624,22.86,137.6
11727,11/11/19 13:04:13,19.224,27.648,137.6
11728,11/11/19 13:05:13,13.212,22.86,126.4
11729,11/11/19 13:06:13,19.224,26.46,132
11730,11/11/19 13:07:13,18.036,26.46,133.4
11731,11/11/19 13:08:13,19.224,25.236,132
11732,11/11/19 13:09:13,16.848,25.236,137.6
11733,11/11/19 13:10:13,20.448,25.236,129.2
11734,11/11/19 13:11:13,20.448,25.236,129.2
11735,11/11/19 13:12:13,14.436,24.048,133.4
11736,11/11/19 13:13:13,14.436,20.448,144.6
11737,11/11/19 13:14:13,15.624,24.048,153
11738,11/11/19 13:15:13,20.448,25.236,133.4
11739,11/11/19 13:16:13,13.212,19.224,137.6
11740,11/11/19 13:17:13,8.424,14.436,143.2
11741,11/11/19 13:18:13,9.612,12.024,165.7
11742,11/11/19 13:19:13,13.212,20.448,153
11743,11/11/19 13:20:13,18.036,24.048,165.7
11744,11/11/19 13:21:13,14.436,16.848,167.1
11745,11/11/19 13:22:13,18.036,32.472,151.6
11746,11/11/19 13:23:13,21.636,30.06,155.8
11747,11/11/19 13:24:13,16.848,22.86,133.4
11748,11/11/19 13:25:13,13.212,25.236,162.9
11749,11/11/19 13:26:13,10.836,13.212,123.5
11750,11/11/19 13:27:13,13.212,20.448,143.2
11751,11/11/19 13:28:13,9.612,15.624,130.6
11752,11/11/19 13:29:13,14.436,18.036,157.2
11753,11/11/19 13:30:13,13.212,19.224,151.6
11754,11/11/19 13:31:13,15.624,22.86,190.9
11755,11/11/19 13:32:13,13.212,18.036,185.3
11756,11/11/19 13:33:13,8.424,10.836,199.4
11757,11/11/19 13:34:13,3.6,7.2,244.3
11758,11/11/19 13:35:13,7.2,12.024,190.9
11759,11/11/19 13:36:13,9.612,13.212,196.5
11760,11/11/19 13:37:13,16.848,26.46,110.9
11761,11/11/19 13:38:13,18.036,24.048,119.3
11762,11/11/19 13:39:13,16.848,20.448,178.3
11763,11/11/19 13:40:13,16.848,21.636,175.5
11764,11/11/19 13:41:13,12.024,19.224,181.1
11765,11/11/19 13:42:13,19.224,32.472,174.1
11766,11/11/19 13:43:13,19.224,30.06,203.6
11767,11/11/19 13:44:13,18.036,21.636,220.4
11768,11/11/19 13:45:13,12.024,14.436,234.5
11769,11/11/19 13:46:13,10.836,13.212,223.2
11770,11/11/19 13:47:13,7.2,12.024,181.1
11771,11/11/19 13:48:13,7.2,10.836,150.2
11772,11/11/19 13:49:13,10.836,13.212,96.9
11773,11/11/19 13:50:13,10.836,15.624,168.5
11774,11/11/19 13:51:13,8.424,12.024,186.7
11775,11/11/19 13:52:13,8.424,15.624,172.7
11776,11/11/19 13:53:13,13.212,18.036,129.2
11777,11/11/19 13:54:13,13.212,15.624,155.8
11778,11/11/19 13:55:13,15.624,20.448,129.2
11779,11/11/19 13:56:13,13.212,21.636,110.9
11780,11/11/19 13:57:13,22.86,26.46,158.6
11781,11/11/19 13:58:13,14.436,24.048,129.2
11782,11/11/19 13:59:13,3.6,7.2,122.1
11783,11/11/19 14:00:13,12.024,15.624,181.1
11784,11/11/19 14:01:13,7.2,9.612,221.8
11785,11/11/19 14:02:13,8.424,12.024,227.4
11786,11/11/19 14:03:13,8.424,13.212,224.6
11787,11/11/19 14:04:13,9.612,14.436,196.5
11788,11/11/19 14:05:13,13.212,16.848,161.5
11789,11/11/19 14:06:13,10.836,22.86,157.2
