T�tulo de trazado:  E1,,,,T�tulo
9674,06/15/21 11:24:24 AM,6.012,10.836,134.8
9675,06/15/21 11:25:24 AM,6.012,8.424,113.7
9676,06/15/21 11:26:24 AM,7.200,8.424,112.3
9677,06/15/21 11:27:24 AM,6.012,7.200,113.7
9678,06/15/21 11:28:24 AM,4.824,7.200,112.3
9679,06/15/21 11:29:24 AM,8.424,10.836,96.9
9680,06/15/21 11:30:24 AM,6.012,8.424,123.5
9681,06/15/21 11:31:24 AM,6.012,8.424,103.9
9682,06/15/21 11:32:24 AM,7.200,9.612,96.9
9683,06/15/21 11:33:24 AM,7.200,8.424,112.3
9684,06/15/21 11:34:24 AM,6.012,7.200,126.4
9685,06/15/21 11:35:24 AM,4.824,6.012,124.9
9686,06/15/21 11:36:24 AM,6.012,7.200,122.1
9687,06/15/21 11:37:24 AM,6.012,8.424,112.3
9688,06/15/21 11:38:24 AM,4.824,7.200,113.7
9689,06/15/21 11:39:24 AM,6.012,9.612,116.5
9690,06/15/21 11:40:24 AM,6.012,8.424,144.6
9691,06/15/21 11:41:24 AM,6.012,7.200,151.6
9692,06/15/21 11:42:24 AM,4.824,6.012,151.6
9693,06/15/21 11:43:24 AM,4.824,6.012,153.0
9694,06/15/21 11:44:24 AM,6.012,8.424,137.6
9695,06/15/21 11:45:24 AM,3.600,7.200,136.2
9696,06/15/21 11:46:24 AM,3.600,6.012,139.0
9697,06/15/21 11:47:24 AM,2.412,3.600,136.2
9698,06/15/21 11:48:24 AM,3.600,6.012,139.0
9699,06/15/21 11:49:24 AM,4.824,9.612,144.6
9700,06/15/21 11:50:24 AM,6.012,9.612,174.1
9701,06/15/21 11:51:24 AM,1.188,3.600,174.1
9702,06/15/21 11:52:24 AM,0.000,1.188,174.1
9703,06/15/21 11:53:24 AM,1.188,2.412,172.7
9704,06/15/21 11:54:24 AM,3.600,4.824,174.1
9705,06/15/21 11:55:24 AM,2.412,4.824,174.1
9706,06/15/21 11:56:24 AM,1.188,4.824,172.7
9707,06/15/21 11:57:24 AM,6.012,9.612,179.7
9708,06/15/21 11:58:24 AM,9.612,12.024,136.2
9709,06/15/21 11:59:24 AM,8.424,10.836,136.2
9710,06/15/21 12:00:24 PM,8.424,10.836,95.5
9711,06/15/21 12:01:24 PM,8.424,9.612,59.0
9712,06/15/21 12:02:24 PM,4.824,8.424,63.2
9713,06/15/21 12:03:24 PM,4.824,8.424,110.9
9714,06/15/21 12:04:24 PM,2.412,4.824,112.3
9715,06/15/21 12:05:24 PM,2.412,4.824,112.3
9716,06/15/21 12:06:24 PM,6.012,10.836,134.8
9717,06/15/21 12:07:24 PM,4.824,7.200,141.8
9718,06/15/21 12:08:24 PM,4.824,8.424,103.9
9719,06/15/21 12:09:24 PM,7.200,9.612,85.6
9720,06/15/21 12:10:24 PM,3.600,4.824,57.6
9721,06/15/21 12:11:24 PM,9.612,21.636,30.9
9722,06/15/21 12:12:24 PM,21.636,34.848,67.4
9723,06/15/21 12:13:24 PM,27.648,36.072,66.0
9724,06/15/21 12:14:24 PM,19.224,27.648,85.6
9725,06/15/21 12:15:24 PM,20.448,34.848,66.0
9726,06/15/21 12:16:24 PM,13.212,43.272,39.3
9727,06/15/21 12:17:24 PM,21.636,43.272,11.2
9728,06/15/21 12:18:24 PM,19.224,22.860,28.1
9729,06/15/21 12:19:24 PM,21.636,27.648,9.8
9730,06/15/21 12:20:24 PM,19.224,28.872,30.9
9731,06/15/21 12:21:24 PM,21.636,34.848,37.9
9732,06/15/21 12:22:24 PM,16.848,21.636,35.1
9733,06/15/21 12:23:24 PM,22.860,31.248,1.4
9734,06/15/21 12:24:24 PM,28.872,33.660,39.3
9735,06/15/21 12:25:24 PM,21.636,32.472,44.9
9736,06/15/21 12:26:24 PM,19.224,25.236,47.7
9737,06/15/21 12:27:24 PM,22.860,33.660,42.1
9738,06/15/21 12:28:24 PM,24.048,30.060,28.1
9739,06/15/21 12:29:24 PM,27.648,33.660,355.2
9740,06/15/21 12:30:24 PM,19.224,36.072,355.2
9741,06/15/21 12:31:24 PM,15.624,20.448,355.2
9742,06/15/21 12:32:24 PM,20.448,30.060,8.4
9743,06/15/21 12:33:24 PM,26.460,36.072,43.5
9744,06/15/21 12:34:24 PM,24.048,28.872,40.7
9745,06/15/21 12:35:24 PM,27.648,37.260,8.4
9746,06/15/21 12:36:24 PM,30.060,36.072,28.1
9747,06/15/21 12:37:24 PM,22.860,27.648,39.3
9748,06/15/21 12:38:24 PM,26.460,37.260,355.2
9749,06/15/21 12:39:24 PM,22.860,28.872,348.2
9750,06/15/21 12:40:24 PM,18.036,22.860,345.4
9751,06/15/21 12:41:24 PM,26.460,37.260,345.4
9752,06/15/21 12:42:24 PM,31.248,38.484,28.1
9753,06/15/21 12:43:24 PM,22.860,27.648,15.4
9754,06/15/21 12:44:24 PM,16.848,21.636,349.6
9755,06/15/21 12:45:24 PM,20.448,28.872,16.8
9756,06/15/21 12:46:24 PM,27.648,34.848,336.9
9757,06/15/21 12:47:24 PM,25.236,28.872,334.1
9758,06/15/21 12:48:24 PM,27.648,32.472,339.7
9759,06/15/21 12:49:24 PM,28.872,43.272,43.5
9760,06/15/21 12:50:24 PM,27.648,34.848,29.5
9761,06/15/21 12:51:24 PM,30.060,39.672,21.1
9762,06/15/21 12:52:24 PM,22.860,34.848,32.3
9763,06/15/21 12:53:24 PM,31.248,46.872,353.8
9764,06/15/21 12:54:24 PM,30.060,38.484,11.2
9765,06/15/21 12:55:24 PM,32.472,38.484,26.7
9766,06/15/21 12:56:24 PM,27.648,37.260,39.3
9767,06/15/21 12:57:24 PM,25.236,38.484,342.6
9768,06/15/21 12:58:24 PM,25.236,34.848,16.8
9769,06/15/21 12:59:24 PM,24.048,31.248,355.2
9770,06/15/21 01:00:24 PM,28.872,39.672,5.6
9771,06/15/21 01:01:24 PM,28.872,34.848,29.5
9772,06/15/21 01:02:24 PM,27.648,37.260,30.9
9773,06/15/21 01:03:24 PM,25.236,30.060,33.7
9774,06/15/21 01:04:24 PM,26.460,39.672,35.1
9775,06/15/21 01:05:24 PM,36.072,42.084,30.9
9776,06/15/21 01:06:24 PM,28.872,37.260,30.9
9777,06/15/21 01:07:24 PM,20.448,24.048,59.0
9778,06/15/21 01:08:24 PM,20.448,24.048,11.2
9779,06/15/21 01:09:24 PM,25.236,37.260,33.7
9780,06/15/21 01:10:24 PM,30.060,38.484,39.3
9781,06/15/21 01:11:24 PM,33.660,44.496,39.3
9782,06/15/21 01:12:24 PM,24.048,31.248,7.0
9783,06/15/21 01:13:24 PM,22.860,26.460,351.0
9784,06/15/21 01:14:24 PM,24.048,36.072,22.5
9785,06/15/21 01:15:24 PM,26.460,33.660,29.5
9786,06/15/21 01:16:24 PM,18.036,32.472,26.7
9787,06/15/21 01:17:24 PM,16.848,25.236,39.3
9788,06/15/21 01:18:24 PM,18.036,27.648,15.4
9789,06/15/21 01:19:24 PM,21.636,31.248,23.9
9790,06/15/21 01:20:24 PM,21.636,30.060,37.9
9791,06/15/21 01:21:24 PM,18.036,24.048,40.7
9792,06/15/21 01:22:24 PM,19.224,31.248,32.3
9793,06/15/21 01:23:24 PM,20.448,27.648,42.1
9794,06/15/21 01:24:24 PM,24.048,31.248,36.5
9795,06/15/21 01:25:24 PM,18.036,21.636,47.7
9796,06/15/21 01:26:24 PM,27.648,39.672,47.7
9797,06/15/21 01:27:24 PM,26.460,31.248,39.3
9798,06/15/21 01:28:24 PM,19.224,24.048,32.3
9799,06/15/21 01:29:24 PM,20.448,28.872,43.5
9800,06/15/21 01:30:24 PM,21.636,32.472,32.3
9801,06/15/21 01:31:24 PM,22.860,28.872,29.5
9802,06/15/21 01:32:24 PM,19.224,22.860,37.9
9803,06/15/21 01:33:24 PM,26.460,36.072,11.2
9804,06/15/21 01:34:24 PM,34.848,46.872,40.7
9805,06/15/21 01:35:24 PM,25.236,28.872,19.7
9806,06/15/21 01:36:24 PM,30.060,39.672,339.7
9807,06/15/21 01:37:24 PM,31.248,38.484,1.4
9808,06/15/21 01:38:24 PM,34.848,42.084,336.9
9809,06/15/21 01:39:24 PM,32.472,43.272,339.7
9810,06/15/21 01:40:24 PM,22.860,30.060,342.6
9811,06/15/21 01:41:24 PM,25.236,31.248,344.0
9812,06/15/21 01:42:24 PM,33.660,48.096,339.7
9813,06/15/21 01:43:24 PM,27.648,33.660,341.2
9814,06/15/21 01:44:24 PM,27.648,33.660,331.3
9815,06/15/21 01:45:24 PM,27.648,33.660,336.9
9816,06/15/21 01:46:24 PM,24.048,32.472,352.4
9817,06/15/21 01:47:24 PM,26.460,34.848,325.7
9818,06/15/21 01:48:24 PM,24.048,27.648,331.3
9819,06/15/21 01:49:24 PM,26.460,33.660,348.2
9820,06/15/21 01:50:24 PM,22.860,27.648,7.0
9821,06/15/21 01:51:24 PM,16.848,24.048,28.1
9822,06/15/21 01:52:24 PM,18.036,24.048,28.1
9823,06/15/21 01:53:24 PM,25.236,37.260,18.3
9824,06/15/21 01:54:24 PM,28.872,36.072,19.7
9825,06/15/21 01:55:24 PM,26.460,31.248,39.3
9826,06/15/21 01:56:24 PM,26.460,32.472,40.7
9827,06/15/21 01:57:24 PM,24.048,30.060,39.3
9828,06/15/21 01:58:24 PM,25.236,34.848,32.3
9829,06/15/21 01:59:24 PM,26.460,38.484,16.8
9830,06/15/21 02:00:24 PM,31.248,38.484,28.1
9831,06/15/21 02:01:24 PM,22.860,28.872,5.6
9832,06/15/21 02:02:24 PM,22.860,32.472,39.3
9833,06/15/21 02:03:24 PM,28.872,42.084,35.1
9834,06/15/21 02:04:24 PM,28.872,38.484,11.2
9835,06/15/21 02:05:24 PM,28.872,44.496,9.8
9836,06/15/21 02:06:24 PM,24.048,31.248,39.3
9837,06/15/21 02:07:24 PM,24.048,34.848,16.8
9838,06/15/21 02:08:24 PM,30.060,39.672,334.1
9839,06/15/21 02:09:24 PM,30.060,38.484,18.3
9840,06/15/21 02:10:24 PM,27.648,37.260,19.7
9841,06/15/21 02:11:24 PM,30.060,58.896,36.5
9842,06/15/21 02:12:24 PM,33.660,45.684,2.8
9843,06/15/21 02:13:24 PM,26.460,42.084,22.5
9844,06/15/21 02:14:24 PM,26.460,32.472,355.2
9845,06/15/21 02:15:24 PM,27.648,42.084,355.2
9846,06/15/21 02:16:24 PM,36.072,42.084,353.8
9847,06/15/21 02:17:24 PM,25.236,30.060,22.5
9848,06/15/21 02:18:24 PM,24.048,40.860,42.1
9849,06/15/21 02:19:24 PM,26.460,32.472,4.2
9850,06/15/21 02:20:24 PM,24.048,28.872,32.3
9851,06/15/21 02:21:24 PM,22.860,32.472,59.0
9852,06/15/21 02:22:24 PM,18.036,32.472,21.1
9853,06/15/21 02:23:24 PM,24.048,45.684,14.0
9854,06/15/21 02:24:24 PM,20.448,42.084,28.1
9855,06/15/21 02:25:24 PM,14.436,28.872,49.1
9856,06/15/21 02:26:24 PM,22.860,37.260,35.1
9857,06/15/21 02:27:24 PM,22.860,31.248,33.7
9858,06/15/21 02:28:24 PM,22.860,30.060,0.0
9859,06/15/21 02:29:24 PM,27.648,34.848,49.1
9860,06/15/21 02:30:24 PM,30.060,42.084,35.1
9861,06/15/21 02:31:24 PM,27.648,33.660,54.8
9862,06/15/21 02:32:24 PM,32.472,39.672,36.5
9863,06/15/21 02:33:24 PM,33.660,44.496,21.1
9864,06/15/21 02:34:24 PM,37.260,40.860,12.6
9865,06/15/21 02:35:24 PM,40.860,49.284,14.0
9866,06/15/21 02:36:24 PM,36.072,43.272,26.7
9867,06/15/21 02:37:24 PM,30.060,40.860,16.8
9868,06/15/21 02:38:24 PM,30.060,38.484,345.4
9869,06/15/21 02:39:24 PM,26.460,32.472,11.2
9870,06/15/21 02:40:24 PM,32.472,46.872,11.2
9871,06/15/21 02:41:24 PM,37.260,44.496,16.8
9872,06/15/21 02:42:24 PM,32.472,37.260,32.3
9873,06/15/21 02:43:24 PM,27.648,38.484,16.8
9874,06/15/21 02:44:24 PM,31.248,37.260,9.8
9875,06/15/21 02:45:24 PM,28.872,33.660,28.1
9876,06/15/21 02:46:24 PM,24.048,32.472,14.0
9877,06/15/21 02:47:24 PM,36.072,46.872,26.7
9878,06/15/21 02:48:24 PM,38.484,45.684,39.3
9879,06/15/21 02:49:24 PM,37.260,44.496,26.7
9880,06/15/21 02:50:24 PM,36.072,40.860,23.9
9881,06/15/21 02:51:24 PM,30.060,39.672,37.9
9882,06/15/21 02:52:24 PM,28.872,36.072,21.1
9883,06/15/21 02:53:24 PM,28.872,50.508,21.1
9884,06/15/21 02:54:24 PM,27.648,34.848,32.3
9885,06/15/21 02:55:24 PM,32.472,42.084,23.9
9886,06/15/21 02:56:24 PM,28.872,49.284,29.5
9887,06/15/21 02:57:24 PM,16.848,25.236,50.5
9888,06/15/21 02:58:24 PM,21.636,43.272,4.2
9889,06/15/21 02:59:24 PM,21.636,31.248,23.9
9890,06/15/21 03:00:24 PM,24.048,27.648,12.6
9891,06/15/21 03:01:24 PM,24.048,28.872,355.2
9892,06/15/21 03:02:24 PM,21.636,27.648,11.2
9893,06/15/21 03:03:24 PM,21.636,26.460,22.5
9894,06/15/21 03:04:24 PM,20.448,26.460,352.4
9895,06/15/21 03:05:24 PM,28.872,36.072,355.2
9896,06/15/21 03:06:24 PM,31.248,39.672,353.8
9897,06/15/21 03:07:24 PM,21.636,25.236,9.8
9898,06/15/21 03:08:24 PM,26.460,31.248,22.5
9899,06/15/21 03:09:24 PM,30.060,37.260,23.9
9900,06/15/21 03:10:24 PM,27.648,33.660,23.9
9901,06/15/21 03:11:24 PM,26.460,33.660,33.7
9902,06/15/21 03:12:24 PM,26.460,30.060,355.2
9903,06/15/21 03:13:24 PM,28.872,38.484,355.2
9904,06/15/21 03:14:24 PM,26.460,30.060,16.8
9905,06/15/21 03:15:24 PM,30.060,36.072,355.2
9906,06/15/21 03:16:24 PM,31.248,38.484,331.3
9907,06/15/21 03:17:24 PM,34.848,37.260,336.9
9908,06/15/21 03:18:24 PM,31.248,37.260,327.1
9909,06/15/21 03:19:24 PM,33.660,42.084,325.7
9910,06/15/21 03:20:24 PM,30.060,36.072,317.3
9911,06/15/21 03:21:24 PM,26.460,34.848,331.3
9912,06/15/21 03:22:24 PM,24.048,31.248,336.9
9913,06/15/21 03:23:24 PM,32.472,39.672,336.9
9914,06/15/21 03:24:24 PM,32.472,39.672,331.3
9915,06/15/21 03:25:24 PM,32.472,36.072,332.7
9916,06/15/21 03:26:24 PM,32.472,39.672,341.2
9917,06/15/21 03:27:24 PM,34.848,39.672,342.6
9918,06/15/21 03:28:24 PM,25.236,28.872,349.6
9919,06/15/21 03:29:24 PM,32.472,39.672,336.9
9920,06/15/21 03:30:24 PM,32.472,38.484,339.7
9921,06/15/21 03:31:24 PM,31.248,37.260,336.9
9922,06/15/21 03:32:24 PM,31.248,36.072,339.7
9923,06/15/21 03:33:24 PM,31.248,38.484,349.6
9924,06/15/21 03:34:24 PM,28.872,34.848,342.6
9925,06/15/21 03:35:24 PM,27.648,33.660,353.8
9926,06/15/21 03:36:24 PM,25.236,28.872,342.6
9927,06/15/21 03:37:24 PM,33.660,39.672,341.2
9928,06/15/21 03:38:24 PM,38.484,46.872,342.6
9929,06/15/21 03:39:24 PM,40.860,49.284,341.2
9930,06/15/21 03:40:24 PM,36.072,43.272,0.0
9931,06/15/21 03:41:24 PM,39.672,45.684,341.2
9932,06/15/21 03:42:24 PM,40.860,49.284,341.2
9933,06/15/21 03:43:24 PM,40.860,49.284,339.7
9934,06/15/21 03:44:24 PM,32.472,42.084,342.6
9935,06/15/21 03:45:24 PM,33.660,42.084,339.7
9936,06/15/21 03:46:24 PM,33.660,37.260,12.6
9937,06/15/21 03:47:24 PM,27.648,39.672,9.8
9938,06/15/21 03:48:24 PM,34.848,46.872,7.0
9939,06/15/21 03:49:24 PM,31.248,39.672,9.8
9940,06/15/21 03:50:24 PM,28.872,37.260,345.4
9941,06/15/21 03:51:24 PM,30.060,36.072,25.3
9942,06/15/21 03:52:24 PM,31.248,36.072,7.0
9943,06/15/21 03:53:24 PM,25.236,38.484,2.8
9944,06/15/21 03:54:24 PM,33.660,43.272,8.4
9945,06/15/21 03:55:24 PM,33.660,39.672,15.4
9946,06/15/21 03:56:24 PM,34.848,46.872,36.5
9947,06/15/21 03:57:24 PM,33.660,39.672,18.3
9948,06/15/21 03:58:24 PM,37.260,48.096,11.2
9949,06/15/21 03:59:24 PM,38.484,44.496,21.1
9950,06/15/21 04:00:24 PM,37.260,49.284,12.6
9951,06/15/21 04:01:24 PM,33.660,50.508,21.1
9952,06/15/21 04:02:24 PM,42.084,50.508,29.5
9953,06/15/21 04:03:24 PM,39.672,46.872,28.1
9954,06/15/21 04:04:24 PM,39.672,51.696,30.9
9955,06/15/21 04:05:24 PM,36.072,43.272,26.7
9956,06/15/21 04:06:24 PM,40.860,52.884,9.8
9957,06/15/21 04:07:24 PM,34.848,45.684,25.3
9958,06/15/21 04:08:24 PM,38.484,45.684,1.4
9959,06/15/21 04:09:24 PM,34.848,43.272,5.6
9960,06/15/21 04:10:24 PM,36.072,54.108,42.1
9961,06/15/21 04:11:24 PM,36.072,62.532,25.3
9962,06/15/21 04:12:24 PM,33.660,49.284,25.3
9963,06/15/21 04:13:24 PM,21.636,26.460,39.3
9964,06/15/21 04:14:24 PM,36.072,52.884,54.8
9965,06/15/21 04:15:24 PM,32.472,51.696,53.3
9966,06/15/21 04:16:24 PM,39.672,52.884,53.3
9967,06/15/21 04:17:24 PM,33.660,46.872,57.6
9968,06/15/21 04:18:24 PM,38.484,50.508,53.3
9969,06/15/21 04:19:24 PM,38.484,56.520,51.9
9970,06/15/21 04:20:24 PM,40.860,60.120,47.7
9971,06/15/21 04:21:24 PM,33.660,40.860,50.5
9972,06/15/21 04:22:24 PM,30.060,42.084,49.1
9973,06/15/21 04:23:24 PM,31.248,43.272,51.9
9974,06/15/21 04:24:24 PM,32.472,54.108,60.4
9975,06/15/21 04:25:24 PM,31.248,46.872,56.2
9976,06/15/21 04:26:24 PM,36.072,51.696,59.0
9977,06/15/21 04:27:24 PM,24.048,39.672,50.5
9978,06/15/21 04:28:24 PM,20.448,40.860,53.3
9979,06/15/21 04:29:24 PM,30.060,40.860,68.8
9980,06/15/21 04:30:24 PM,19.224,31.248,57.6
9981,06/15/21 04:31:24 PM,16.848,30.060,28.1
9982,06/15/21 04:32:24 PM,21.636,30.060,21.1
9983,06/15/21 04:33:24 PM,21.636,32.472,351.0
9984,06/15/21 04:34:24 PM,21.636,25.236,339.7
9985,06/15/21 04:35:24 PM,21.636,26.460,346.8
9986,06/15/21 04:36:24 PM,26.460,38.484,349.6
9987,06/15/21 04:37:24 PM,25.236,30.060,355.2
9988,06/15/21 04:38:24 PM,26.460,32.472,335.5
9989,06/15/21 04:39:24 PM,24.048,28.872,345.4
9990,06/15/21 04:40:24 PM,22.860,25.236,349.6
9991,06/15/21 04:41:24 PM,25.236,31.248,349.6
9992,06/15/21 04:42:24 PM,27.648,34.848,349.6
9993,06/15/21 04:43:24 PM,31.248,39.672,355.2
9994,06/15/21 04:44:24 PM,32.472,37.260,345.4
9995,06/15/21 04:45:24 PM,25.236,31.248,18.3
9996,06/15/21 04:46:24 PM,30.060,49.284,349.6
9997,06/15/21 04:47:24 PM,39.672,43.272,4.2
9998,06/15/21 04:48:24 PM,33.660,39.672,352.4
9999,06/15/21 04:49:24 PM,30.060,39.672,11.2
10000,06/15/21 04:50:24 PM,33.660,39.672,349.6
10001,06/15/21 04:51:24 PM,34.848,42.084,0.0
10002,06/15/21 04:52:24 PM,31.248,37.260,1.4
10003,06/15/21 04:53:24 PM,34.848,43.272,348.2
10004,06/15/21 04:54:24 PM,32.472,40.860,346.8
10005,06/15/21 04:55:24 PM,36.072,42.084,355.2
10006,06/15/21 04:56:24 PM,36.072,44.496,346.8
10007,06/15/21 04:57:24 PM,37.260,48.096,338.3
10008,06/15/21 04:58:24 PM,42.084,50.508,352.4
10009,06/15/21 04:59:24 PM,36.072,45.684,345.4
10010,06/15/21 05:00:24 PM,38.484,45.684,349.6
10011,06/15/21 05:01:24 PM,40.860,45.684,346.8
10012,06/15/21 05:02:24 PM,37.260,42.084,351.0
10013,06/15/21 05:03:24 PM,31.248,44.496,348.2
10014,06/15/21 05:04:24 PM,33.660,44.496,352.4
10015,06/15/21 05:05:24 PM,38.484,44.496,352.4
10016,06/15/21 05:06:24 PM,33.660,38.484,355.2
10017,06/15/21 05:07:24 PM,36.072,42.084,2.8
10018,06/15/21 05:08:24 PM,39.672,48.096,355.2
10019,06/15/21 05:09:24 PM,32.472,44.496,1.4
10020,06/15/21 05:10:24 PM,37.260,43.272,355.2
10021,06/15/21 05:11:24 PM,38.484,50.508,5.6
10022,06/15/21 05:12:24 PM,32.472,40.860,7.0
10023,06/15/21 05:13:24 PM,33.660,38.484,9.8
10024,06/15/21 05:14:24 PM,27.648,34.848,355.2
10025,06/15/21 05:15:24 PM,32.472,37.260,25.3
10026,06/15/21 05:16:24 PM,22.860,26.460,355.2
10027,06/15/21 05:17:24 PM,25.236,28.872,349.6
10028,06/15/21 05:18:24 PM,30.060,38.484,353.8
10029,06/15/21 05:19:24 PM,31.248,40.860,0.0
10030,06/15/21 05:20:24 PM,34.848,43.272,349.6
10031,06/15/21 05:21:24 PM,31.248,34.848,15.4
10032,06/15/21 05:22:24 PM,26.460,32.472,2.8
10033,06/15/21 05:23:24 PM,28.872,37.260,43.5
10034,06/15/21 05:24:24 PM,26.460,30.060,5.6
10035,06/15/21 05:25:24 PM,30.060,38.484,351.0
10036,06/15/21 05:26:24 PM,31.248,38.484,1.4
10037,06/15/21 05:27:24 PM,27.648,34.848,11.2
10038,06/15/21 05:28:24 PM,33.660,48.096,7.0
10039,06/15/21 05:29:24 PM,37.260,45.684,16.8
10040,06/15/21 05:30:24 PM,33.660,39.672,25.3
10041,06/15/21 05:31:24 PM,32.472,39.672,21.1
10042,06/15/21 05:32:24 PM,25.236,36.072,2.8
10043,06/15/21 05:33:24 PM,26.460,30.060,11.2
10044,06/15/21 05:34:24 PM,21.636,28.872,14.0
10045,06/15/21 05:35:24 PM,33.660,37.260,30.9
10046,06/15/21 05:36:24 PM,33.660,39.672,28.1
10047,06/15/21 05:37:24 PM,40.860,48.096,25.3
10048,06/15/21 05:38:24 PM,42.084,50.508,35.1
10049,06/15/21 05:39:24 PM,39.672,46.872,29.5
10050,06/15/21 05:40:24 PM,38.484,52.884,21.1
10051,06/15/21 05:41:24 PM,33.660,48.096,26.7
10052,06/15/21 05:42:24 PM,40.860,48.096,32.3
10053,06/15/21 05:43:24 PM,42.084,50.508,32.3
10054,06/15/21 05:44:24 PM,36.072,49.284,26.7
10055,06/15/21 05:45:24 PM,40.860,46.872,18.3
10056,06/15/21 05:46:24 PM,37.260,44.496,25.3
10057,06/15/21 05:47:24 PM,34.848,39.672,18.3
10058,06/15/21 05:48:24 PM,37.260,46.872,16.8
10059,06/15/21 05:49:24 PM,33.660,40.860,9.8
10060,06/15/21 05:50:24 PM,42.084,51.696,22.5
10061,06/15/21 05:51:24 PM,34.848,43.272,22.5
10062,06/15/21 05:52:24 PM,33.660,45.684,4.2
10063,06/15/21 05:53:24 PM,38.484,49.284,29.5
10064,06/15/21 05:54:24 PM,42.084,50.508,21.1
10065,06/15/21 05:55:24 PM,42.084,46.872,25.3
10066,06/15/21 05:56:24 PM,36.072,44.496,64.6
10067,06/15/21 05:57:24 PM,37.260,42.084,12.6
10068,06/15/21 05:58:24 PM,36.072,43.272,14.0
10069,06/15/21 05:59:24 PM,31.248,37.260,23.9
10070,06/15/21 06:00:24 PM,32.472,38.484,12.6
10071,06/15/21 06:01:24 PM,27.648,32.472,22.5
10072,06/15/21 06:02:24 PM,31.248,36.072,29.5
10073,06/15/21 06:03:24 PM,27.648,32.472,35.1
10074,06/15/21 06:04:24 PM,27.648,37.260,19.7
10075,06/15/21 06:05:24 PM,30.060,38.484,23.9
10076,06/15/21 06:06:24 PM,25.236,28.872,32.3
10077,06/15/21 06:07:24 PM,25.236,33.660,29.5
10078,06/15/21 06:08:24 PM,32.472,38.484,30.9
10079,06/15/21 06:09:24 PM,34.848,39.672,21.1
10080,06/15/21 06:10:24 PM,31.248,38.484,21.1
10081,06/15/21 06:11:24 PM,30.060,40.860,18.3
10082,06/15/21 06:12:24 PM,28.872,39.672,30.9
10083,06/15/21 06:13:24 PM,28.872,36.072,29.5
10084,06/15/21 06:14:24 PM,26.460,30.060,32.3
10085,06/15/21 06:15:24 PM,26.460,34.848,33.7
10086,06/15/21 06:16:24 PM,24.048,34.848,40.7
10087,06/15/21 06:17:24 PM,28.872,34.848,33.7
10088,06/15/21 06:18:24 PM,27.648,37.260,32.3
10089,06/15/21 06:19:24 PM,26.460,37.260,28.1
10090,06/15/21 06:20:24 PM,30.060,39.672,39.3
10091,06/15/21 06:21:24 PM,24.048,30.060,35.1
10092,06/15/21 06:22:24 PM,24.048,27.648,15.4
10093,06/15/21 06:23:24 PM,27.648,33.660,25.3
10094,06/15/21 06:24:24 PM,24.048,31.248,26.7
10095,06/15/21 06:25:24 PM,30.060,40.860,23.9
10096,06/15/21 06:26:24 PM,27.648,36.072,28.1
10097,06/15/21 06:27:24 PM,22.860,26.460,47.7
10098,06/15/21 06:28:24 PM,30.060,37.260,36.5
10099,06/15/21 06:29:24 PM,32.472,38.484,21.1
10100,06/15/21 06:30:24 PM,36.072,44.496,39.3
10101,06/15/21 06:31:24 PM,34.848,39.672,15.4
10102,06/15/21 06:32:24 PM,37.260,50.508,22.5
10103,06/15/21 06:33:24 PM,31.248,40.860,18.3
10104,06/15/21 06:34:24 PM,40.860,48.096,16.8
10105,06/15/21 06:35:24 PM,40.860,50.508,21.1
10106,06/15/21 06:36:24 PM,38.484,45.684,15.4
10107,06/15/21 06:37:24 PM,39.672,51.696,11.2
10108,06/15/21 06:38:24 PM,37.260,46.872,16.8
10109,06/15/21 06:39:24 PM,37.260,44.496,355.2
10110,06/15/21 06:40:24 PM,31.248,40.860,7.0
10111,06/15/21 06:41:24 PM,34.848,45.684,22.5
10112,06/15/21 06:42:24 PM,33.660,38.484,14.0
10113,06/15/21 06:43:24 PM,34.848,39.672,16.8
10114,06/15/21 06:44:24 PM,33.660,38.484,5.6
10115,06/15/21 06:45:24 PM,26.460,34.848,355.2
10116,06/15/21 06:46:24 PM,39.672,49.284,14.0
10117,06/15/21 06:47:24 PM,33.660,42.084,9.8
10118,06/15/21 06:48:24 PM,33.660,40.860,14.0
10119,06/15/21 06:49:24 PM,27.648,32.472,9.8
10120,06/15/21 06:50:24 PM,32.472,38.484,12.6
10121,06/15/21 06:51:24 PM,39.672,51.696,23.9
10122,06/15/21 06:52:24 PM,43.272,55.296,21.1
10123,06/15/21 06:53:24 PM,42.084,51.696,355.2
10124,06/15/21 06:54:24 PM,34.848,39.672,19.7
10125,06/15/21 06:55:24 PM,27.648,32.472,22.5
10126,06/15/21 06:56:24 PM,31.248,36.072,16.8
10127,06/15/21 06:57:24 PM,31.248,39.672,29.5
10128,06/15/21 06:58:24 PM,31.248,42.084,23.9
10129,06/15/21 06:59:24 PM,31.248,38.484,21.1
10130,06/15/21 07:00:24 PM,33.660,42.084,11.2
10131,06/15/21 07:01:24 PM,32.472,34.848,29.5
10132,06/15/21 07:02:24 PM,33.660,38.484,40.7
10133,06/15/21 07:03:24 PM,31.248,40.860,35.1
10134,06/15/21 07:04:24 PM,33.660,38.484,23.9
10135,06/15/21 07:05:24 PM,30.060,36.072,28.1
10136,06/15/21 07:06:24 PM,28.872,36.072,44.9
10137,06/15/21 07:07:24 PM,31.248,37.260,12.6
10138,06/15/21 07:08:24 PM,28.872,33.660,21.1
