"Título de trazado: E2"
"N.º","Fecha Tiempo, GMT-03:00","Velocidad del viento, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Velocidad de Ráfagas, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Dirección del viento, ø (LGR S/N: 20682654, SEN S/N: 20679482, LBL: N/S)"
947,03/20/22 11:38:48 PM,13.212,16.848,157.2
948,03/20/22 11:43:48 PM,16.848,20.448,158.6
949,03/20/22 11:48:48 PM,18.036,20.448,158.6
950,03/20/22 11:53:48 PM,16.848,19.224,155.8
951,03/20/22 11:58:48 PM,18.036,21.636,155.8
952,03/21/22 12:03:48 AM,13.212,16.848,155.8
953,03/21/22 12:08:48 AM,13.212,16.848,157.2
954,03/21/22 12:13:48 AM,15.624,20.448,155.8
955,03/21/22 12:18:48 AM,15.624,21.636,155.8
956,03/21/22 12:23:48 AM,16.848,21.636,154.4
957,03/21/22 12:28:48 AM,15.624,20.448,155.8
958,03/21/22 12:33:48 AM,16.848,20.448,155.8
959,03/21/22 12:38:48 AM,16.848,20.448,155.8
960,03/21/22 12:43:48 AM,18.036,22.860,154.4
961,03/21/22 12:48:48 AM,19.224,22.860,155.8
962,03/21/22 12:53:48 AM,15.624,20.448,154.4
963,03/21/22 12:58:48 AM,18.036,22.860,155.8
964,03/21/22 01:03:48 AM,21.636,26.460,155.8
965,03/21/22 01:08:48 AM,20.448,22.860,155.8
966,03/21/22 01:13:48 AM,20.448,22.860,155.8
967,03/21/22 01:18:48 AM,19.224,25.236,157.2
968,03/21/22 01:23:48 AM,20.448,26.460,157.2
969,03/21/22 01:28:48 AM,19.224,25.236,157.2
970,03/21/22 01:33:48 AM,19.224,24.048,157.2
971,03/21/22 01:38:48 AM,21.636,28.872,157.2
972,03/21/22 01:43:48 AM,21.636,26.460,157.2
973,03/21/22 01:48:48 AM,21.636,27.648,157.2
974,03/21/22 01:53:48 AM,20.448,26.460,158.6
975,03/21/22 01:58:48 AM,21.636,25.236,158.6
976,03/21/22 02:03:48 AM,22.860,30.060,157.2
977,03/21/22 02:08:48 AM,22.860,28.872,157.2
978,03/21/22 02:13:48 AM,24.048,27.648,157.2
979,03/21/22 02:18:48 AM,22.860,30.060,157.2
980,03/21/22 02:23:48 AM,24.048,31.248,157.2
981,03/21/22 02:28:48 AM,22.860,28.872,157.2
982,03/21/22 02:33:48 AM,21.636,28.872,158.6
983,03/21/22 02:38:48 AM,24.048,31.248,157.2
984,03/21/22 02:43:48 AM,26.460,33.660,157.2
985,03/21/22 02:48:48 AM,27.648,33.660,157.2
986,03/21/22 02:53:48 AM,27.648,33.660,157.2
987,03/21/22 02:58:48 AM,25.236,30.060,157.2
988,03/21/22 03:03:48 AM,24.048,30.060,157.2
989,03/21/22 03:08:48 AM,25.236,28.872,157.2
990,03/21/22 03:13:48 AM,25.236,28.872,157.2
991,03/21/22 03:18:48 AM,26.460,31.248,157.2
992,03/21/22 03:23:48 AM,24.048,27.648,157.2
993,03/21/22 03:28:48 AM,26.460,32.472,157.2
994,03/21/22 03:33:48 AM,27.648,31.248,157.2
995,03/21/22 03:38:48 AM,27.648,33.660,157.2
996,03/21/22 03:43:48 AM,28.872,32.472,157.2
997,03/21/22 03:48:48 AM,28.872,34.848,157.2
998,03/21/22 03:53:48 AM,27.648,31.248,157.2
999,03/21/22 03:58:48 AM,28.872,33.660,157.2
1000,03/21/22 04:03:48 AM,26.460,31.248,157.2
1001,03/21/22 04:08:48 AM,26.460,31.248,157.2
1002,03/21/22 04:13:48 AM,28.872,36.072,157.2
1003,03/21/22 04:18:48 AM,30.060,36.072,157.2
1004,03/21/22 04:23:48 AM,30.060,36.072,157.2
1005,03/21/22 04:28:48 AM,30.060,36.072,157.2
1006,03/21/22 04:33:48 AM,30.060,34.848,157.2
1007,03/21/22 04:38:48 AM,30.060,34.848,157.2
1008,03/21/22 04:43:48 AM,30.060,36.072,157.2
1009,03/21/22 04:48:48 AM,28.872,32.472,158.6
1010,03/21/22 04:53:48 AM,30.060,36.072,157.2
1011,03/21/22 04:58:48 AM,30.060,34.848,157.2
1012,03/21/22 05:03:48 AM,28.872,34.848,157.2
1013,03/21/22 05:08:48 AM,26.460,34.848,157.2
1014,03/21/22 05:13:48 AM,26.460,36.072,158.6
1015,03/21/22 05:18:48 AM,25.236,38.484,158.6
1016,03/21/22 05:23:48 AM,14.436,25.236,161.5
1017,03/21/22 05:28:48 AM,12.024,18.036,195.1
1018,03/21/22 05:33:48 AM,10.836,16.848,181.1
1019,03/21/22 05:38:48 AM,2.412,10.836,212.0
1020,03/21/22 05:43:48 AM,3.600,7.200,164.3
1021,03/21/22 05:48:48 AM,3.600,6.012,169.9
1022,03/21/22 05:53:48 AM,4.824,13.212,172.7
1023,03/21/22 05:58:48 AM,6.012,12.024,164.3
1024,03/21/22 06:03:48 AM,6.012,10.836,167.1
1025,03/21/22 06:08:48 AM,7.200,9.612,179.7
1026,03/21/22 06:13:48 AM,7.200,13.212,157.2
1027,03/21/22 06:18:48 AM,8.424,12.024,147.4
1028,03/21/22 06:23:48 AM,6.012,9.612,151.6
1029,03/21/22 06:28:48 AM,4.824,8.424,171.3
1030,03/21/22 06:33:48 AM,4.824,10.836,171.3
1031,03/21/22 06:38:48 AM,7.200,14.436,155.8
1032,03/21/22 06:43:48 AM,7.200,10.836,154.4
1033,03/21/22 06:48:48 AM,7.200,10.836,157.2
1034,03/21/22 06:53:48 AM,8.424,13.212,160.0
1035,03/21/22 06:58:48 AM,7.200,10.836,158.6
1036,03/21/22 07:03:48 AM,8.424,12.024,162.9
1037,03/21/22 07:08:48 AM,7.200,10.836,157.2
1038,03/21/22 07:13:48 AM,4.824,8.424,155.8
1039,03/21/22 07:18:48 AM,3.600,9.612,154.4
1040,03/21/22 07:23:48 AM,8.424,10.836,157.2
1041,03/21/22 07:28:48 AM,7.200,12.024,157.2
1042,03/21/22 07:33:48 AM,1.188,6.012,261.1
1043,03/21/22 07:38:48 AM,4.824,13.212,198.0
1044,03/21/22 07:43:48 AM,7.200,13.212,157.2
1045,03/21/22 07:48:48 AM,13.212,18.036,164.3
1046,03/21/22 07:53:48 AM,4.824,18.036,195.1
1047,03/21/22 07:58:48 AM,2.412,6.012,182.5
1048,03/21/22 08:03:48 AM,3.600,7.200,186.7
1049,03/21/22 08:08:48 AM,3.600,6.012,157.2
1050,03/21/22 08:13:48 AM,2.412,6.012,155.8
1051,03/21/22 08:18:48 AM,2.412,4.824,169.9
1052,03/21/22 08:23:48 AM,6.012,8.424,165.7
1053,03/21/22 08:28:48 AM,1.188,6.012,155.8
1054,03/21/22 08:33:48 AM,1.188,4.824,202.2
1055,03/21/22 08:38:48 AM,2.412,3.600,247.1
1056,03/21/22 08:43:48 AM,0.000,3.600,155.8
1057,03/21/22 08:48:48 AM,1.188,4.824,167.1
1058,03/21/22 08:53:48 AM,2.412,4.824,154.4
1059,03/21/22 08:58:48 AM,1.188,3.600,249.9
1060,03/21/22 09:03:48 AM,2.412,4.824,344.0
1061,03/21/22 09:08:48 AM,3.600,6.012,182.5
1062,03/21/22 09:13:48 AM,2.412,6.012,293.4
1063,03/21/22 09:18:48 AM,1.188,3.600,162.9
1064,03/21/22 09:23:48 AM,2.412,4.824,136.2
1065,03/21/22 09:28:48 AM,2.412,6.012,181.1
1066,03/21/22 09:33:48 AM,2.412,6.012,320.1
1067,03/21/22 09:38:48 AM,2.412,4.824,265.3
1068,03/21/22 09:43:48 AM,1.188,3.600,169.9
1069,03/21/22 09:48:48 AM,1.188,4.824,164.3
1070,03/21/22 09:53:48 AM,1.188,4.824,355.2
1071,03/21/22 09:58:48 AM,1.188,3.600,318.7
1072,03/21/22 10:03:48 AM,1.188,3.600,226.0
1073,03/21/22 10:08:48 AM,3.600,6.012,212.0
1074,03/21/22 10:13:48 AM,4.824,10.836,228.8
1075,03/21/22 10:18:48 AM,6.012,12.024,203.6
1076,03/21/22 10:23:48 AM,6.012,13.212,195.1
1077,03/21/22 10:28:48 AM,4.824,12.024,304.7
1078,03/21/22 10:33:48 AM,4.824,10.836,349.6
1079,03/21/22 10:38:48 AM,2.412,4.824,162.9
1080,03/21/22 10:43:48 AM,7.200,12.024,175.5
1081,03/21/22 10:48:48 AM,9.612,19.224,167.1
1082,03/21/22 10:53:48 AM,9.612,15.624,147.4
1083,03/21/22 10:58:48 AM,8.424,16.848,162.9
1084,03/21/22 11:03:48 AM,10.836,18.036,183.9
1085,03/21/22 11:08:48 AM,7.200,14.436,162.9
1086,03/21/22 11:13:48 AM,9.612,16.848,155.8
1087,03/21/22 11:18:48 AM,12.024,18.036,147.4
1088,03/21/22 11:23:48 AM,10.836,19.224,160.0
1089,03/21/22 11:28:48 AM,9.612,15.624,157.2
1090,03/21/22 11:33:48 AM,9.612,19.224,171.3
1091,03/21/22 11:38:48 AM,13.212,21.636,154.4
1092,03/21/22 11:43:48 AM,12.024,20.448,162.9
1093,03/21/22 11:48:48 AM,13.212,24.048,168.5
1094,03/21/22 11:53:48 AM,10.836,20.448,174.1
1095,03/21/22 11:58:48 AM,16.848,27.648,188.1
1096,03/21/22 12:03:48 PM,14.436,21.636,158.6
1097,03/21/22 12:08:48 PM,12.024,20.448,161.5
1098,03/21/22 12:13:48 PM,13.212,20.448,167.1
1099,03/21/22 12:18:48 PM,10.836,20.448,158.6
1100,03/21/22 12:23:48 PM,6.012,14.436,212.0
1101,03/21/22 12:28:48 PM,9.612,18.036,179.7
1102,03/21/22 12:33:48 PM,7.200,16.848,189.5
1103,03/21/22 12:38:48 PM,8.424,32.472,192.3
1104,03/21/22 12:43:48 PM,8.424,20.448,157.2
1105,03/21/22 12:48:48 PM,6.012,16.848,161.5
1106,03/21/22 12:53:48 PM,12.024,19.224,164.3
1107,03/21/22 12:58:48 PM,18.036,26.460,157.2
1108,03/21/22 01:03:48 PM,21.636,36.072,167.1
1109,03/21/22 01:08:48 PM,15.624,28.872,164.3
1110,03/21/22 01:13:48 PM,14.436,24.048,151.6
1111,03/21/22 01:18:48 PM,7.200,13.212,148.8
1112,03/21/22 01:23:48 PM,10.836,21.636,151.6
1113,03/21/22 01:28:48 PM,9.612,22.860,155.8
1114,03/21/22 01:33:48 PM,15.624,25.236,175.5
1115,03/21/22 01:38:48 PM,9.612,15.624,168.5
1116,03/21/22 01:43:48 PM,10.836,26.460,160.0
1117,03/21/22 01:48:48 PM,22.860,32.472,183.9
1118,03/21/22 01:53:48 PM,19.224,27.648,179.7
1119,03/21/22 01:58:48 PM,19.224,31.248,167.1
1120,03/21/22 02:03:48 PM,12.024,18.036,160.0
1121,03/21/22 02:08:48 PM,8.424,21.636,150.2
1122,03/21/22 02:13:48 PM,10.836,18.036,160.0
1123,03/21/22 02:18:48 PM,12.024,21.636,147.4
1124,03/21/22 02:23:48 PM,10.836,21.636,134.8
1125,03/21/22 02:28:48 PM,13.212,28.872,150.2
1126,03/21/22 02:33:48 PM,18.036,27.648,148.8
1127,03/21/22 02:38:48 PM,9.612,21.636,150.2
1128,03/21/22 02:43:48 PM,9.612,21.636,168.5
1129,03/21/22 02:48:48 PM,3.600,8.424,155.8
1130,03/21/22 02:53:48 PM,7.200,22.860,158.6
1131,03/21/22 02:58:48 PM,18.036,32.472,157.2
1132,03/21/22 03:03:48 PM,20.448,37.260,147.4
1133,03/21/22 03:08:48 PM,15.624,28.872,151.6
1134,03/21/22 03:13:48 PM,15.624,43.272,162.9
1135,03/21/22 03:18:48 PM,20.448,38.484,160.0
1136,03/21/22 03:23:48 PM,25.236,36.072,154.4
1137,03/21/22 03:28:48 PM,25.236,44.496,154.4
1138,03/21/22 03:33:48 PM,30.060,48.096,154.4
1139,03/21/22 03:38:48 PM,28.872,40.860,154.4
1140,03/21/22 03:43:48 PM,27.648,43.272,154.4
1141,03/21/22 03:48:48 PM,27.648,40.860,154.4
1142,03/21/22 03:53:48 PM,24.048,42.084,154.4
1143,03/21/22 03:58:48 PM,26.460,42.084,155.8
1144,03/21/22 04:03:48 PM,24.048,44.496,154.4
1145,03/21/22 04:08:48 PM,28.872,43.272,154.4
1146,03/21/22 04:13:48 PM,28.872,40.860,154.4
1147,03/21/22 04:18:48 PM,31.248,40.860,154.4
1148,03/21/22 04:23:48 PM,31.248,44.496,154.4
1149,03/21/22 04:28:48 PM,28.872,46.872,154.4
1150,03/21/22 04:33:48 PM,26.460,39.672,154.4
1151,03/21/22 04:38:48 PM,26.460,37.260,154.4
1152,03/21/22 04:43:48 PM,25.236,38.484,155.8
1153,03/21/22 04:48:48 PM,28.872,38.484,155.8
1154,03/21/22 04:53:48 PM,25.236,34.848,155.8
1155,03/21/22 04:58:48 PM,27.648,40.860,158.6
1156,03/21/22 05:03:48 PM,31.248,50.508,157.2
1157,03/21/22 05:08:48 PM,28.872,43.272,155.8
1158,03/21/22 05:13:48 PM,25.236,34.848,155.8
1159,03/21/22 05:18:48 PM,24.048,34.848,157.2
1160,03/21/22 05:23:48 PM,27.648,46.872,155.8
1161,03/21/22 05:28:48 PM,25.236,34.848,157.2
1162,03/21/22 05:33:48 PM,21.636,33.660,155.8
1163,03/21/22 05:38:48 PM,20.448,32.472,157.2
1164,03/21/22 05:43:48 PM,21.636,33.660,157.2
1165,03/21/22 05:48:48 PM,27.648,48.096,157.2
1166,03/21/22 05:53:48 PM,36.072,50.508,160.0
1167,03/21/22 05:58:48 PM,34.848,48.096,157.2
1168,03/21/22 06:03:48 PM,31.248,49.284,157.2
1169,03/21/22 06:08:48 PM,26.460,42.084,158.6
1170,03/21/22 06:13:48 PM,34.848,43.272,158.6
1171,03/21/22 06:18:48 PM,25.236,43.272,160.0
1172,03/21/22 06:23:48 PM,24.048,34.848,157.2
1173,03/21/22 06:28:48 PM,30.060,44.496,160.0
1174,03/21/22 06:33:48 PM,28.872,44.496,160.0
1175,03/21/22 06:38:48 PM,33.660,44.496,157.2
1176,03/21/22 06:43:48 PM,28.872,42.084,160.0
1177,03/21/22 06:48:48 PM,24.048,45.684,158.6
1178,03/21/22 06:53:48 PM,26.460,38.484,160.0
1179,03/21/22 06:58:48 PM,26.460,33.660,160.0
1180,03/21/22 07:03:48 PM,27.648,39.672,158.6
1181,03/21/22 07:08:48 PM,24.048,32.472,160.0
1182,03/21/22 07:13:48 PM,24.048,32.472,161.5
1183,03/21/22 07:18:48 PM,19.224,30.060,158.6
1184,03/21/22 07:23:48 PM,22.860,31.248,161.5
1185,03/21/22 07:28:48 PM,24.048,32.472,160.0
1186,03/21/22 07:33:48 PM,22.860,30.060,158.6
1187,03/21/22 07:38:48 PM,25.236,31.248,161.5
1188,03/21/22 07:43:48 PM,26.460,31.248,161.5
1189,03/21/22 07:48:48 PM,21.636,30.060,160.0
1190,03/21/22 07:53:48 PM,25.236,34.848,160.0
1191,03/21/22 07:58:48 PM,22.860,28.872,160.0
1192,03/21/22 08:03:48 PM,24.048,32.472,160.0
1193,03/21/22 08:08:48 PM,25.236,33.660,161.5
1194,03/21/22 08:13:48 PM,21.636,26.460,157.2
1195,03/21/22 08:18:48 PM,21.636,30.060,157.2
1196,03/21/22 08:23:48 PM,22.860,30.060,155.8
1197,03/21/22 08:28:48 PM,25.236,32.472,155.8
1198,03/21/22 08:33:48 PM,30.060,38.484,155.8
1199,03/21/22 08:38:48 PM,32.472,39.672,155.8
1200,03/21/22 08:43:48 PM,31.248,37.260,155.8
1201,03/21/22 08:48:48 PM,33.660,40.860,155.8
1202,03/21/22 08:53:48 PM,33.660,43.272,155.8
1203,03/21/22 08:58:48 PM,30.060,39.672,157.2
1204,03/21/22 09:03:48 PM,24.048,34.848,157.2
1205,03/21/22 09:08:48 PM,28.872,43.272,155.8
1206,03/21/22 09:13:48 PM,31.248,43.272,155.8
1207,03/21/22 09:18:48 PM,31.248,37.260,155.8
1208,03/21/22 09:23:48 PM,30.060,39.672,154.4
1209,03/21/22 09:28:48 PM,31.248,43.272,154.4
1210,03/21/22 09:33:48 PM,27.648,36.072,155.8
1211,03/21/22 09:38:48 PM,25.236,31.248,155.8
1212,03/21/22 09:43:48 PM,22.860,28.872,155.8
1213,03/21/22 09:48:48 PM,21.636,26.460,155.8
1214,03/21/22 09:53:48 PM,18.036,25.236,155.8
1215,03/21/22 09:58:48 PM,16.848,22.860,155.8
1216,03/21/22 10:03:48 PM,13.212,19.224,157.2
1217,03/21/22 10:08:48 PM,13.212,22.860,157.2
1218,03/21/22 10:13:48 PM,15.624,21.636,157.2
1219,03/21/22 10:18:48 PM,9.612,15.624,160.0
1220,03/21/22 10:23:48 PM,8.424,12.024,167.1
1221,03/21/22 10:28:48 PM,12.024,14.436,169.9
1222,03/21/22 10:33:48 PM,8.424,13.212,168.5
1223,03/21/22 10:38:48 PM,7.200,10.836,165.7
1224,03/21/22 10:43:48 PM,6.012,8.424,188.1
1225,03/21/22 10:48:48 PM,8.424,13.212,171.3
1226,03/21/22 10:53:48 PM,10.836,13.212,165.7
1227,03/21/22 10:58:48 PM,9.612,16.848,155.8
1228,03/21/22 11:03:48 PM,14.436,18.036,157.2
1229,03/21/22 11:08:48 PM,13.212,16.848,155.8
1230,03/21/22 11:13:48 PM,14.436,19.224,154.4
1231,03/21/22 11:18:48 PM,10.836,14.436,155.8
1232,03/21/22 11:23:48 PM,8.424,12.024,157.2
1233,03/21/22 11:28:48 PM,8.424,12.024,161.5
1234,03/21/22 11:33:48 PM,6.012,7.200,155.8
1235,03/21/22 11:38:48 PM,3.600,6.012,160.0
1236,03/21/22 11:43:48 PM,6.012,14.436,165.7
1237,03/21/22 11:48:48 PM,6.012,9.612,164.3
1238,03/21/22 11:53:48 PM,7.200,9.612,181.1
1239,03/21/22 11:58:48 PM,6.012,10.836,171.3
1240,03/22/22 12:03:48 AM,4.824,7.200,178.3
1241,03/22/22 12:08:48 AM,4.824,9.612,162.9
1242,03/22/22 12:13:48 AM,8.424,13.212,164.3
1243,03/22/22 12:18:48 AM,8.424,12.024,165.7
1244,03/22/22 12:23:48 AM,9.612,13.212,158.6
1245,03/22/22 12:28:48 AM,10.836,15.624,155.8
1246,03/22/22 12:33:48 AM,16.848,24.048,157.2
1247,03/22/22 12:38:48 AM,22.860,33.660,158.6
1248,03/22/22 12:43:48 AM,19.224,21.636,157.2
1249,03/22/22 12:48:48 AM,20.448,26.460,157.2
1250,03/22/22 12:53:48 AM,20.448,25.236,155.8
1251,03/22/22 12:58:48 AM,18.036,21.636,158.6
1252,03/22/22 01:03:48 AM,20.448,24.048,160.0
1253,03/22/22 01:08:48 AM,20.448,26.460,160.0
1254,03/22/22 01:13:48 AM,19.224,25.236,160.0
1255,03/22/22 01:18:48 AM,19.224,27.648,157.2
1256,03/22/22 01:23:48 AM,18.036,28.872,158.6
1257,03/22/22 01:28:48 AM,20.448,28.872,158.6
1258,03/22/22 01:33:48 AM,18.036,25.236,158.6
1259,03/22/22 01:38:48 AM,20.448,31.248,157.2
1260,03/22/22 01:43:48 AM,20.448,25.236,158.6
1261,03/22/22 01:48:48 AM,19.224,24.048,157.2
1262,03/22/22 01:53:48 AM,21.636,32.472,160.0
1263,03/22/22 01:58:48 AM,24.048,30.060,157.2
1264,03/22/22 02:03:48 AM,24.048,31.248,160.0
1265,03/22/22 02:08:48 AM,21.636,30.060,158.6
1266,03/22/22 02:13:48 AM,20.448,26.460,158.6
1267,03/22/22 02:18:48 AM,20.448,30.060,157.2
1268,03/22/22 02:23:48 AM,16.848,25.236,158.6
1269,03/22/22 02:28:48 AM,20.448,24.048,158.6
1270,03/22/22 02:33:48 AM,19.224,22.860,157.2
1271,03/22/22 02:38:48 AM,18.036,22.860,157.2
1272,03/22/22 02:43:48 AM,16.848,25.236,158.6
1273,03/22/22 02:48:48 AM,16.848,26.460,158.6
1274,03/22/22 02:53:48 AM,13.212,19.224,160.0
1275,03/22/22 02:58:48 AM,13.212,18.036,162.9
1276,03/22/22 03:03:48 AM,13.212,15.624,160.0
1277,03/22/22 03:08:48 AM,12.024,14.436,161.5
1278,03/22/22 03:13:48 AM,10.836,16.848,158.6
1279,03/22/22 03:18:48 AM,13.212,16.848,158.6
1280,03/22/22 03:23:48 AM,10.836,13.212,162.9
1281,03/22/22 03:28:48 AM,7.200,9.612,155.8
1282,03/22/22 03:33:48 AM,6.012,9.612,154.4
1283,03/22/22 03:38:48 AM,7.200,13.212,158.6
1284,03/22/22 03:43:48 AM,8.424,13.212,157.2
1285,03/22/22 03:48:48 AM,8.424,12.024,154.4
1286,03/22/22 03:53:48 AM,6.012,9.612,157.2
1287,03/22/22 03:58:48 AM,6.012,9.612,160.0
1288,03/22/22 04:03:48 AM,8.424,13.212,155.8
1289,03/22/22 04:08:48 AM,7.200,10.836,157.2
1290,03/22/22 04:13:48 AM,10.836,16.848,158.6
1291,03/22/22 04:18:48 AM,12.024,19.224,162.9
1292,03/22/22 04:23:48 AM,15.624,20.448,162.9
1293,03/22/22 04:28:48 AM,12.024,18.036,185.3
1294,03/22/22 04:33:48 AM,6.012,12.024,164.3
1295,03/22/22 04:38:48 AM,3.600,4.824,176.9
1296,03/22/22 04:43:48 AM,3.600,6.012,174.1
1297,03/22/22 04:48:48 AM,8.424,13.212,168.5
1298,03/22/22 04:53:48 AM,9.612,14.436,167.1
1299,03/22/22 04:58:48 AM,9.612,13.212,157.2
1300,03/22/22 05:03:48 AM,9.612,14.436,158.6
1301,03/22/22 05:08:48 AM,12.024,15.624,158.6
1302,03/22/22 05:13:48 AM,15.624,24.048,158.6
1303,03/22/22 05:18:48 AM,24.048,27.648,161.5
1304,03/22/22 05:23:48 AM,21.636,26.460,165.7
1305,03/22/22 05:28:48 AM,21.636,27.648,175.5
1306,03/22/22 05:33:48 AM,18.036,24.048,175.5
1307,03/22/22 05:38:48 AM,15.624,21.636,172.7
1308,03/22/22 05:43:48 AM,15.624,16.848,168.5
1309,03/22/22 05:48:48 AM,15.624,19.224,164.3
1310,03/22/22 05:53:48 AM,15.624,18.036,164.3
1311,03/22/22 05:58:48 AM,14.436,18.036,158.6
1312,03/22/22 06:03:48 AM,13.212,18.036,169.9
1313,03/22/22 06:08:48 AM,13.212,18.036,164.3
1314,03/22/22 06:13:48 AM,10.836,14.436,164.3
1315,03/22/22 06:18:48 AM,10.836,15.624,158.6
1316,03/22/22 06:23:48 AM,10.836,16.848,158.6
1317,03/22/22 06:28:48 AM,8.424,14.436,160.0
1318,03/22/22 06:33:48 AM,3.600,10.836,160.0
1319,03/22/22 06:38:48 AM,1.188,6.012,157.2
1320,03/22/22 06:43:48 AM,4.824,9.612,158.6
1321,03/22/22 06:48:48 AM,6.012,10.836,157.2
1322,03/22/22 06:53:48 AM,1.188,4.824,158.6
1323,03/22/22 06:58:48 AM,4.824,8.424,155.8
1324,03/22/22 07:03:48 AM,7.200,12.024,154.4
1325,03/22/22 07:08:48 AM,4.824,9.612,155.8
1326,03/22/22 07:13:48 AM,1.188,6.012,155.8
1327,03/22/22 07:18:48 AM,6.012,8.424,154.4
1328,03/22/22 07:23:48 AM,2.412,7.200,351.0
1329,03/22/22 07:28:48 AM,2.412,4.824,157.2
1330,03/22/22 07:33:48 AM,1.188,3.600,154.4
1331,03/22/22 07:38:48 AM,2.412,3.600,154.4
1332,03/22/22 07:43:48 AM,1.188,3.600,171.3
1333,03/22/22 07:48:48 AM,2.412,6.012,136.2
1334,03/22/22 07:53:48 AM,2.412,4.824,178.3
1335,03/22/22 07:58:48 AM,1.188,7.200,162.9
1336,03/22/22 08:03:48 AM,2.412,6.012,98.3
1337,03/22/22 08:08:48 AM,2.412,6.012,154.4
1338,03/22/22 08:13:48 AM,2.412,4.824,154.4
1339,03/22/22 08:18:48 AM,2.412,4.824,154.4
1340,03/22/22 08:23:48 AM,0.000,0.000,154.4
1341,03/22/22 08:28:48 AM,0.000,0.000,154.4
1342,03/22/22 08:33:48 AM,0.000,0.000,154.4
1343,03/22/22 08:38:48 AM,1.188,3.600,154.4
1344,03/22/22 08:43:48 AM,2.412,4.824,154.4
1345,03/22/22 08:48:48 AM,0.000,0.000,154.4
1346,03/22/22 08:53:48 AM,0.000,1.188,154.4
1347,03/22/22 08:58:48 AM,0.000,0.000,154.4
1348,03/22/22 09:03:48 AM,0.000,0.000,154.4
1349,03/22/22 09:08:48 AM,0.000,1.188,154.4
1350,03/22/22 09:13:48 AM,0.000,0.000,154.4
1351,03/22/22 09:18:48 AM,0.000,0.000,154.4
1352,03/22/22 09:23:48 AM,0.000,1.188,154.4
1353,03/22/22 09:28:48 AM,1.188,3.600,154.4
1354,03/22/22 09:33:48 AM,2.412,7.200,154.4
1355,03/22/22 09:38:48 AM,3.600,7.200,154.4
1356,03/22/22 09:43:48 AM,4.824,8.424,154.4
1357,03/22/22 09:48:48 AM,4.824,7.200,154.4
1358,03/22/22 09:53:48 AM,4.824,8.424,182.5
1359,03/22/22 09:58:48 AM,4.824,10.836,192.3
1360,03/22/22 10:03:48 AM,7.200,14.436,143.2
1361,03/22/22 10:08:48 AM,9.612,14.436,181.1
1362,03/22/22 10:13:48 AM,7.200,10.836,167.1
1363,03/22/22 10:18:48 AM,8.424,13.212,190.9
1364,03/22/22 10:23:48 AM,8.424,13.212,171.3
1365,03/22/22 10:28:48 AM,7.200,13.212,183.9
1366,03/22/22 10:33:48 AM,8.424,13.212,175.5
1367,03/22/22 10:38:48 AM,8.424,16.848,169.9
1368,03/22/22 10:43:48 AM,7.200,13.212,167.1
1369,03/22/22 10:48:48 AM,10.836,15.624,182.5
1370,03/22/22 10:53:48 AM,7.200,13.212,178.3
1371,03/22/22 10:58:48 AM,9.612,15.624,179.7
1372,03/22/22 11:03:48 AM,10.836,15.624,172.7
1373,03/22/22 11:08:48 AM,12.024,16.848,174.1
1374,03/22/22 11:13:48 AM,10.836,16.848,175.5
1375,03/22/22 11:18:48 AM,10.836,18.036,158.6
1376,03/22/22 11:23:48 AM,10.836,18.036,176.9
1377,03/22/22 11:28:48 AM,9.612,20.448,148.8
1378,03/22/22 11:33:48 AM,12.024,24.048,162.9
1379,03/22/22 11:38:48 AM,14.436,22.860,167.1
1380,03/22/22 11:43:48 AM,12.024,19.224,148.8
1381,03/22/22 11:48:48 AM,12.024,20.448,158.6
1382,03/22/22 11:53:48 AM,10.836,19.224,147.4
1383,03/22/22 11:58:48 AM,12.024,22.860,155.8
1384,03/22/22 12:03:48 PM,10.836,20.448,154.4
1385,03/22/22 12:08:48 PM,9.612,20.448,161.5
1386,03/22/22 12:13:48 PM,12.024,20.448,176.9
1387,03/22/22 12:18:48 PM,13.212,24.048,164.3
1388,03/22/22 12:23:48 PM,12.024,20.448,160.0
1389,03/22/22 12:28:48 PM,10.836,20.448,151.6
1390,03/22/22 12:33:48 PM,7.200,13.212,151.6
1391,03/22/22 12:38:48 PM,7.200,19.224,174.1
1392,03/22/22 12:43:48 PM,8.424,15.624,169.9
1393,03/22/22 12:48:48 PM,13.212,18.036,174.1
1394,03/22/22 12:53:48 PM,10.836,19.224,158.6
1395,03/22/22 12:58:48 PM,10.836,20.448,150.2
1396,03/22/22 01:03:48 PM,12.024,19.224,165.7
1397,03/22/22 01:08:48 PM,6.012,13.212,162.9
1398,03/22/22 01:13:48 PM,13.212,22.860,164.3
1399,03/22/22 01:18:48 PM,12.024,19.224,157.2
1400,03/22/22 01:23:48 PM,8.424,19.224,165.7
1401,03/22/22 01:28:48 PM,4.824,15.624,162.9
1402,03/22/22 01:33:48 PM,6.012,12.024,150.2
1403,03/22/22 01:38:48 PM,10.836,15.624,144.6
1404,03/22/22 01:43:48 PM,12.024,21.636,178.3
1405,03/22/22 01:48:48 PM,8.424,15.624,150.2
1406,03/22/22 01:53:48 PM,18.036,30.060,150.2
1407,03/22/22 01:58:48 PM,15.624,30.060,158.6
1408,03/22/22 02:03:48 PM,15.624,27.648,160.0
